time_betw_scan_hours,CA,YM,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,Class
0.077,0.696,0.700,0.227,0.333,0.452,0.547,0.093,0.123,0.000
0.010,0.566,0.838,0.130,0.018,0.126,0.296,0.322,0.406,0.000
0.002,0.654,0.895,0.308,0.561,0.383,0.263,0.514,0.003,0.000
0.072,0.446,0.953,0.195,0.474,0.445,0.542,0.120,0.111,0.000
0.074,0.491,0.866,0.027,0.123,0.067,0.279,0.383,0.166,0.000
0.002,0.660,0.722,0.124,0.175,0.483,0.325,0.317,0.005,0.000
0.434,0.449,0.422,0.086,0.018,0.387,0.122,0.077,0.232,0.000
0.429,0.522,0.882,0.249,0.088,0.046,0.068,0.366,0.022,0.000
0.268,0.460,0.856,0.195,0.351,0.460,0.511,0.180,0.015,0.000
0.068,0.538,0.658,0.205,0.211,0.282,0.321,0.311,0.320,0.000
0.111,0.711,0.496,0.151,0.018,0.207,0.070,0.197,0.882,0.000
0.417,0.382,0.476,0.103,0.228,0.144,0.087,0.311,0.925,0.000
0.223,0.443,0.692,0.016,0.246,0.166,0.196,0.115,0.733,0.000
0.189,0.692,0.472,0.178,0.070,0.510,0.253,0.060,0.118,0.000
0.066,0.408,0.830,0.157,0.123,0.373,0.390,0.497,0.199,0.000
0.128,0.551,0.203,0.114,0.000,0.348,0.717,0.033,0.430,0.000
0.057,0.785,0.644,0.059,0.053,0.243,0.372,0.317,0.327,0.000
0.070,0.540,0.895,0.124,0.140,0.475,0.501,0.388,0.058,0.000
0.157,0.314,0.675,0.195,0.737,0.454,0.514,0.077,0.096,0.000
0.009,0.792,0.280,0.076,0.158,0.305,0.513,0.087,0.179,0.000
0.129,0.264,0.844,0.130,0.175,0.239,0.306,0.661,0.381,0.000
0.364,0.226,0.670,0.130,0.158,0.172,0.171,0.339,0.284,0.000
0.074,0.634,0.841,0.173,0.474,0.442,0.449,0.388,0.133,0.000
0.225,0.657,0.018,0.205,0.035,0.436,0.616,0.071,0.007,0.000
0.070,0.454,0.713,0.076,0.263,0.201,0.143,0.361,0.247,0.000
0.064,0.566,0.659,0.124,0.123,0.366,0.416,0.377,0.098,0.000
0.053,0.543,0.703,0.162,0.895,0.446,0.422,0.224,0.048,0.000
0.419,0.636,0.588,0.103,0.140,0.203,0.349,0.339,0.113,0.000
0.007,0.701,0.753,0.119,0.439,0.331,0.471,0.361,0.164,0.000
0.012,0.675,0.803,0.135,0.298,0.580,0.540,0.169,0.070,0.000
0.126,0.594,0.725,0.162,0.070,0.456,0.332,0.415,0.010,0.000
0.073,0.462,0.303,0.124,0.140,0.525,0.556,0.011,0.032,0.000
0.007,0.668,0.753,0.119,0.035,0.236,0.378,0.328,0.448,0.000
0.237,0.649,0.615,0.141,0.421,0.630,0.532,0.219,0.058,0.000
0.488,0.380,0.903,0.168,0.491,0.546,0.565,0.142,0.090,0.000
0.050,0.718,0.152,0.124,0.000,0.445,0.758,0.027,0.284,0.000
0.094,0.642,0.861,0.146,0.702,0.349,0.487,0.333,0.171,0.000
0.556,0.723,0.885,0.168,0.175,0.400,0.529,0.585,0.070,0.000
0.203,0.775,0.592,0.157,0.368,0.586,0.607,0.186,0.461,0.000
0.122,0.585,0.200,0.054,0.123,0.162,0.541,0.077,0.123,0.000
0.001,0.604,0.298,0.097,0.000,0.440,1.000,0.022,0.196,0.000
0.125,0.075,0.760,0.303,0.561,0.329,0.584,0.186,0.071,0.000
0.056,0.595,0.881,0.135,0.509,0.429,0.408,0.317,0.038,0.000
0.041,0.298,0.668,0.059,0.070,0.123,0.251,0.273,0.658,0.000
0.073,0.775,0.700,0.108,0.070,0.134,0.375,0.557,0.486,0.000
0.080,0.475,0.834,0.119,0.456,0.265,0.543,0.448,0.060,0.000
0.309,0.483,0.429,0.151,0.123,0.470,0.649,0.011,0.073,0.000
0.132,0.631,0.613,0.146,0.035,0.467,0.763,0.027,0.600,0.000
0.042,0.509,0.754,0.173,0.140,0.277,0.365,0.426,0.065,0.000
0.068,0.522,0.936,0.157,0.246,0.446,0.555,0.093,0.093,0.000
0.023,0.292,0.200,0.135,0.193,0.173,0.994,0.175,0.489,0.000
0.221,0.471,0.300,0.178,0.088,0.553,0.749,0.000,0.091,0.000
0.054,0.542,0.927,0.097,0.298,0.021,0.293,0.508,0.104,0.000
0.109,0.717,0.319,0.114,0.053,0.504,0.520,0.033,0.154,0.000
0.044,0.715,0.737,0.178,0.175,0.617,0.329,0.311,0.002,0.000
0.080,0.504,0.693,0.005,0.000,0.301,0.139,0.153,0.385,0.000
0.077,0.135,0.579,0.119,0.158,0.131,0.133,0.388,0.612,0.000
0.062,0.481,0.489,0.308,0.737,0.609,0.041,0.191,0.194,0.000
0.006,0.416,0.429,0.016,0.035,0.319,0.718,0.093,0.682,0.000
0.067,0.328,0.744,0.243,0.246,0.000,0.226,0.322,0.070,0.000
0.138,0.524,0.624,0.049,0.123,0.230,0.000,0.333,0.315,0.000
0.080,0.653,0.389,0.222,0.351,0.399,0.546,0.219,0.086,0.000
0.067,0.755,0.981,0.259,0.158,0.505,0.403,0.350,0.048,0.000
0.072,0.682,0.729,0.038,0.211,0.034,0.312,0.492,0.167,0.000
0.073,0.500,0.738,0.092,0.105,0.194,0.158,0.710,0.373,0.000
0.065,0.477,0.342,0.114,0.035,0.130,0.162,0.060,0.444,0.000
0.070,0.530,0.450,0.141,0.035,0.471,0.628,0.005,0.108,0.000
0.086,0.564,0.867,0.216,0.175,0.305,0.517,0.137,0.126,0.000
0.063,0.486,0.958,0.065,0.175,0.081,0.310,0.590,0.163,0.000
0.079,0.603,0.454,0.319,0.333,0.448,0.027,0.060,0.075,0.000
0.069,0.228,0.825,0.141,0.456,0.449,0.452,0.415,0.231,0.000
0.233,0.481,0.552,0.141,0.018,0.159,0.411,0.732,0.706,0.000
0.072,0.370,0.520,0.054,0.211,0.125,0.117,0.131,0.614,0.000
0.705,0.506,0.750,0.146,0.000,0.251,0.015,0.197,0.501,0.000
0.073,0.717,0.704,0.157,0.246,0.160,0.162,0.350,0.297,0.000
0.002,0.727,0.735,0.281,0.596,0.378,0.140,0.284,0.040,0.000
0.166,0.608,0.640,0.049,0.018,0.209,0.371,0.645,0.617,0.000
0.091,0.773,0.880,0.092,0.053,0.112,0.286,0.410,0.224,0.000
0.054,0.519,0.419,0.151,0.070,0.476,0.733,0.016,0.169,0.000
0.279,0.560,0.677,0.124,0.158,0.125,0.167,0.142,0.337,0.000
0.066,0.803,0.826,0.151,0.175,0.281,0.333,0.448,0.398,0.000
0.010,0.877,0.946,0.243,0.070,0.057,0.378,0.787,0.267,0.000
0.009,0.479,0.791,0.000,0.053,0.453,0.065,0.191,0.920,0.000
0.067,0.523,0.956,0.081,0.123,0.046,0.402,0.574,0.078,0.000
0.072,0.430,0.617,0.297,0.579,0.728,0.408,0.246,0.144,0.000
0.284,0.574,0.825,0.103,0.175,0.057,0.476,0.404,0.343,0.000
0.061,0.579,0.547,0.038,0.175,0.555,0.496,0.191,0.706,0.000
0.068,0.304,0.787,0.092,0.158,0.455,0.372,0.333,0.151,0.000
0.209,0.944,0.825,0.157,0.351,0.428,0.578,0.246,0.070,0.000
0.057,0.558,0.245,0.200,0.035,0.527,0.726,0.027,0.207,0.000
0.167,0.462,0.857,0.162,0.368,0.405,0.455,0.437,0.007,0.000
0.125,0.311,0.512,0.086,0.035,0.190,0.230,0.339,0.186,0.000
0.149,0.211,0.675,0.259,0.193,0.336,0.524,0.251,0.129,0.000
0.145,0.509,0.669,0.178,0.298,0.499,0.533,0.169,0.068,0.000
0.055,0.232,0.469,0.049,0.281,0.294,0.351,0.066,0.690,0.000
0.096,0.583,0.485,0.027,0.298,0.279,0.115,0.033,0.620,0.000
0.075,0.478,0.735,0.222,0.263,0.321,0.482,0.514,0.308,0.000
0.070,0.358,0.523,0.049,0.123,0.113,0.056,0.333,0.622,0.000
0.070,0.435,0.843,0.130,0.070,0.303,0.448,0.486,0.010,0.000
0.293,0.472,0.360,0.114,0.053,0.176,0.634,0.120,0.317,0.000
0.134,0.280,0.383,0.070,0.158,0.159,0.032,0.273,0.211,0.000
0.407,0.144,0.546,0.124,0.070,0.327,0.268,0.322,0.219,0.000
0.210,0.840,0.930,0.324,0.386,0.428,0.529,0.322,0.103,0.000
0.226,0.405,0.871,0.022,0.421,0.086,0.157,0.612,0.325,0.000
0.010,0.465,0.583,0.168,0.404,0.490,0.492,0.410,0.342,0.000
0.229,0.396,0.542,0.027,0.175,0.217,0.199,0.383,0.449,0.000
0.038,0.666,0.843,0.086,0.193,0.348,0.457,0.361,0.028,0.000
0.039,0.613,0.610,0.092,0.105,0.309,0.364,0.317,0.056,0.000
0.081,0.646,0.286,0.157,0.211,0.106,0.274,0.317,0.353,0.000
0.074,0.594,0.232,0.151,0.105,0.477,0.899,0.022,0.231,0.000
0.088,0.607,0.599,0.097,0.035,0.023,0.097,0.328,0.124,0.000
0.058,0.688,0.398,0.135,0.368,0.436,0.557,0.022,0.287,0.000
0.006,0.594,0.406,0.200,0.491,0.142,0.087,0.175,0.025,0.000
0.088,0.679,0.824,0.189,0.491,0.336,0.557,0.098,0.128,0.000
0.055,0.643,0.507,0.162,0.088,0.477,0.708,0.044,0.433,0.000
0.127,0.715,0.570,0.157,0.123,0.054,0.253,0.350,0.302,0.000
0.099,0.540,0.332,0.173,0.088,0.107,0.273,0.027,0.833,0.000
0.065,0.658,0.789,0.092,0.018,0.043,0.179,0.470,0.249,0.000
0.085,0.696,0.121,0.141,0.035,0.536,0.643,0.038,0.066,0.000
0.074,0.673,0.905,0.173,0.421,0.446,0.531,0.410,0.012,0.000
0.013,0.490,0.251,0.124,0.018,0.076,0.547,0.038,0.396,0.000
0.047,0.202,0.947,0.124,0.035,0.397,0.227,0.322,0.126,0.000
0.060,0.457,0.475,0.119,0.228,0.475,0.385,0.415,0.343,0.000
0.216,0.281,0.292,0.097,0.018,0.217,0.040,0.011,0.181,0.000
0.088,0.476,0.249,0.168,0.070,0.526,0.767,0.022,0.078,0.000
0.004,0.584,0.893,0.092,0.123,0.218,0.310,0.475,0.280,0.000
0.074,0.075,0.783,0.216,0.281,0.212,0.561,0.104,0.093,0.000
0.146,0.408,0.309,0.470,1.000,0.453,0.841,0.016,0.013,0.000
0.090,0.504,0.779,0.249,0.719,0.315,0.617,0.011,0.090,0.000
0.053,0.500,0.689,0.135,0.474,0.385,0.524,0.590,0.635,0.000
0.084,0.416,0.390,0.011,0.368,0.440,0.288,0.383,0.458,0.000
0.156,0.679,0.708,0.238,0.070,0.166,0.099,0.311,0.426,0.000
0.060,0.651,0.519,0.205,0.193,0.499,0.522,0.077,0.012,0.000
0.080,0.363,0.604,0.038,0.000,0.186,0.557,0.049,0.458,0.000
0.084,0.797,0.599,0.157,0.386,0.480,0.520,0.066,0.118,0.000
0.087,0.821,0.440,0.016,0.211,0.306,0.528,0.503,0.653,0.000
0.190,0.516,0.633,0.232,0.053,0.212,0.265,0.372,0.192,0.000
0.003,0.508,0.365,0.135,0.105,0.053,0.163,0.328,0.295,0.000
0.078,0.318,0.650,0.070,0.123,0.244,0.221,0.421,0.259,0.000
0.063,0.492,0.505,0.146,0.175,0.566,0.552,0.055,0.036,0.000
0.058,0.586,0.464,0.043,0.123,0.734,0.162,0.197,0.444,0.000
0.004,0.585,0.716,0.065,0.053,0.013,0.278,0.514,0.413,0.000
0.145,0.519,0.613,0.173,0.316,0.452,0.551,0.219,0.005,0.000
0.072,0.511,0.932,0.124,0.263,0.209,0.309,0.492,0.305,0.000
0.019,0.515,0.691,0.270,0.404,0.555,0.547,0.322,0.444,0.000
0.125,0.585,0.816,0.141,0.614,0.526,0.526,0.213,0.085,0.000
0.053,0.717,0.891,0.362,0.246,0.523,0.505,0.459,0.000,0.000
0.064,0.491,0.895,0.130,0.491,0.713,0.474,0.361,0.036,0.000
0.151,0.459,0.943,0.168,0.246,0.461,0.429,0.317,0.111,0.000
0.069,0.508,0.697,0.184,0.035,0.482,0.527,0.115,0.100,0.000
0.081,0.534,0.614,0.135,0.035,0.211,0.251,0.339,0.423,0.000
0.098,0.528,0.853,0.335,0.000,0.432,0.295,0.317,0.240,0.000
0.029,0.489,0.679,0.200,0.368,0.506,0.569,0.169,0.043,0.000
0.057,0.480,0.578,0.130,0.386,0.497,0.515,0.109,0.076,0.000
0.054,0.755,0.786,0.065,0.088,0.006,0.242,0.678,0.333,0.000
0.011,0.472,0.750,0.108,0.140,0.204,0.545,0.295,0.124,0.000
0.076,0.777,0.641,0.103,0.105,0.316,0.379,0.481,0.219,0.000
0.285,0.701,0.833,0.146,0.140,0.211,0.151,0.448,0.380,0.000
0.070,0.568,0.711,0.173,0.035,0.158,0.301,0.393,0.255,0.000
0.028,0.701,0.987,0.146,0.491,0.432,0.529,0.295,0.027,0.000
0.061,0.358,0.719,0.114,0.368,0.580,0.554,0.180,0.050,0.000
0.172,0.631,0.785,0.184,0.018,0.602,0.513,0.115,0.129,0.000
0.076,0.700,0.523,0.038,0.053,0.007,0.342,0.475,0.143,0.000
0.270,0.453,0.872,0.070,0.140,0.247,0.270,0.344,0.375,0.000
0.059,0.438,0.565,0.151,0.351,0.525,0.541,0.202,0.043,0.000
0.029,0.481,0.614,0.162,0.088,0.240,0.255,0.454,0.605,0.000
0.432,0.477,0.645,0.265,0.228,0.134,0.048,0.251,0.093,0.000
0.085,0.578,0.865,0.103,0.070,0.142,0.426,0.634,0.234,0.000
0.063,0.632,0.273,0.119,0.035,0.429,0.325,0.563,0.376,0.000
0.047,0.585,0.691,0.178,0.474,0.562,0.552,0.115,0.073,0.000
0.002,0.414,0.285,0.049,0.070,0.151,0.605,0.175,0.793,0.000
0.015,0.752,0.813,0.135,0.035,0.298,0.050,0.251,0.360,0.000
0.437,0.360,0.740,0.303,0.088,0.048,0.506,0.377,0.330,0.000
0.128,0.340,0.670,0.151,0.211,0.586,0.522,0.202,0.012,0.000
0.087,0.396,0.531,0.189,0.263,0.218,0.264,0.317,0.056,0.000
0.060,0.528,0.949,0.130,0.193,0.447,0.543,0.344,0.179,0.000
0.147,0.550,0.508,0.303,0.912,0.533,0.477,0.038,0.051,0.000
0.073,0.417,0.252,0.119,0.193,0.602,0.727,0.055,0.000,0.000
0.005,0.432,0.668,0.119,0.140,0.125,0.311,0.328,0.116,0.000
0.015,0.480,0.549,0.200,0.246,0.518,0.583,0.109,0.104,0.000
0.124,0.535,0.529,0.130,0.684,0.487,0.520,0.082,0.114,0.000
0.066,0.491,0.276,0.130,0.035,0.559,0.629,0.005,0.091,0.000
0.027,0.492,0.767,0.135,0.105,0.111,0.445,0.459,0.257,0.000
0.120,0.547,0.333,0.086,0.088,0.279,0.519,0.191,0.189,0.000
0.078,0.244,0.677,0.124,0.263,0.284,0.051,0.273,0.595,0.000
0.163,0.162,0.698,0.189,0.421,0.502,0.515,0.230,0.073,0.000
0.072,0.675,0.719,0.254,0.298,0.202,0.050,0.333,0.045,0.000
0.073,0.467,0.614,0.162,0.070,0.273,0.130,0.339,0.187,0.000
0.063,0.247,0.697,0.173,0.368,0.387,0.547,0.301,0.111,0.000
0.128,0.667,0.713,0.157,0.526,0.553,0.523,0.098,0.096,0.000
0.085,0.548,0.806,0.146,0.246,0.142,0.462,0.350,0.325,0.000
0.048,0.570,0.940,0.184,0.386,0.396,0.436,0.355,0.003,0.000
0.059,0.430,0.384,0.162,0.035,0.469,0.800,0.027,0.146,0.000
0.067,0.556,0.707,0.232,0.368,0.324,0.552,0.295,0.003,0.000
0.080,0.446,0.721,0.114,0.228,0.005,0.018,0.328,1.000,0.000
0.012,0.396,0.756,0.157,0.333,0.183,0.008,0.055,0.799,0.000
0.142,0.433,0.433,0.178,0.035,0.315,0.375,0.454,0.192,0.000
0.076,0.632,0.327,0.043,0.175,0.033,0.173,0.787,0.509,0.000
0.153,0.598,0.709,0.141,0.070,0.195,0.173,0.361,0.410,0.000
0.059,0.501,0.803,0.114,0.123,0.113,0.075,0.322,0.554,0.000
0.057,0.783,0.792,0.011,0.053,0.027,0.403,0.470,0.239,0.000
0.139,0.708,0.717,0.238,0.035,0.197,0.514,0.279,0.279,0.000
0.071,0.481,0.730,0.157,0.140,0.123,0.079,0.317,0.390,0.000
0.078,0.607,0.823,0.178,0.298,0.490,0.533,0.104,0.114,0.000
0.234,0.386,0.312,0.189,0.193,0.504,0.691,0.005,0.063,0.000
0.085,0.878,0.837,0.205,0.070,0.221,0.392,0.448,0.138,0.000
0.046,0.741,0.601,0.124,0.140,0.252,0.212,0.344,0.302,0.000
0.283,0.361,0.574,0.076,0.246,0.267,0.504,0.142,0.781,0.000
0.079,0.597,0.204,0.195,0.088,0.443,0.519,0.077,0.012,0.000
0.089,0.680,0.539,0.086,0.053,0.055,0.459,0.492,0.486,0.000
0.082,0.821,0.954,0.222,0.491,0.637,0.464,0.415,0.262,0.000
0.060,0.736,0.380,0.108,0.105,0.356,0.545,0.044,0.020,0.000
0.076,0.319,0.874,0.168,0.018,0.552,0.435,0.404,0.005,0.000
0.079,0.460,0.592,0.076,0.316,0.382,0.552,0.350,0.083,0.000
0.093,0.327,0.202,0.081,0.298,0.278,0.251,0.175,0.360,0.000
0.248,0.558,0.709,0.200,0.088,0.302,0.466,0.464,0.046,0.000
0.063,0.711,0.644,0.038,0.140,0.133,0.531,0.492,0.159,0.000
0.074,0.575,0.607,0.130,0.105,0.216,0.105,0.426,0.375,0.000
0.061,0.272,0.901,0.141,0.421,0.456,0.555,0.208,0.126,0.000
0.065,0.472,0.377,0.092,0.105,0.130,0.077,0.126,0.556,0.000
0.418,0.595,0.987,0.065,0.018,0.112,0.204,0.410,0.275,0.000
0.060,0.529,0.629,0.265,0.228,0.578,0.545,0.071,0.056,0.000
0.066,0.705,0.783,0.324,0.421,0.436,0.450,0.372,0.068,0.000
0.066,0.591,0.596,0.108,0.070,0.135,0.212,0.104,0.287,0.000
0.073,0.116,0.653,0.211,0.298,0.439,0.548,0.175,0.025,0.000
0.126,0.459,0.812,0.200,0.333,0.351,0.519,0.169,0.091,0.000
0.058,0.543,0.746,0.200,0.526,0.383,0.532,0.098,0.101,0.000
0.085,0.336,0.463,0.222,0.439,0.378,0.529,0.071,0.083,0.000
0.094,0.367,0.825,0.205,0.368,0.530,0.511,0.137,0.035,0.000
0.057,0.593,0.266,0.157,0.386,0.511,0.601,0.005,0.023,0.000
0.075,0.622,0.386,0.043,0.123,0.151,0.091,0.224,0.328,0.000
0.197,0.613,0.998,0.259,0.316,0.463,0.531,0.087,0.056,0.000
0.085,0.065,0.328,0.114,0.351,0.490,0.559,0.049,0.119,0.000
0.228,0.658,0.578,0.157,0.088,0.516,0.651,0.016,0.086,0.000
0.080,0.632,0.655,0.027,0.053,0.004,0.177,0.557,0.478,0.000
0.066,0.483,0.584,0.270,0.526,0.568,0.217,0.311,0.032,0.000
0.037,0.764,0.679,0.168,0.211,0.518,0.537,0.361,0.005,0.000
0.041,0.458,0.584,0.038,0.018,0.113,0.216,0.388,0.353,0.000
0.101,0.630,0.901,0.178,0.070,0.097,0.227,0.486,0.308,0.000
0.072,0.534,0.797,0.043,0.175,0.104,0.297,0.492,0.221,0.000
0.135,0.802,0.312,0.011,0.351,0.233,0.472,0.016,0.750,0.000
0.138,0.487,0.020,0.119,0.175,0.469,0.755,0.022,0.207,0.000
0.002,0.467,0.933,0.168,0.544,0.545,0.593,0.098,0.053,0.000
0.162,0.260,0.296,0.216,0.000,0.530,0.608,0.027,0.050,0.000
0.350,0.576,0.116,0.086,0.175,0.198,0.884,0.066,0.124,0.000
0.071,0.564,0.447,0.038,0.281,0.013,0.809,0.055,0.547,0.000
0.261,0.679,0.776,0.043,0.070,0.002,0.250,0.344,0.524,0.000
0.075,0.368,0.215,0.157,0.596,0.350,0.562,0.071,0.073,0.000
0.039,0.481,1.000,0.086,0.000,0.102,0.335,0.514,0.373,0.000
0.046,0.559,0.370,0.124,0.035,0.466,0.546,0.022,0.143,0.000
0.224,0.432,0.907,0.168,0.088,0.378,0.364,0.459,0.136,0.000
0.038,0.598,0.598,0.097,0.140,0.345,0.195,0.087,0.327,0.000
0.142,0.508,0.707,0.162,0.211,0.042,0.361,0.339,0.063,0.000
0.007,0.505,0.345,0.178,0.140,0.497,0.733,0.022,0.151,0.000
0.063,0.633,0.809,0.243,0.211,0.498,0.511,0.350,0.056,0.000
0.048,0.316,0.713,0.162,0.088,0.268,0.417,0.404,0.224,0.000
0.236,0.646,0.682,0.130,0.035,0.345,0.369,0.383,0.121,0.000
0.132,0.372,0.823,0.059,0.158,0.023,0.386,0.459,0.277,0.000
0.065,0.528,0.894,0.297,0.228,0.461,0.519,0.137,0.091,0.000
0.148,0.404,0.292,0.119,0.000,0.217,0.688,0.131,0.478,0.000
0.080,0.566,0.710,0.151,0.000,0.004,0.108,0.333,0.426,0.000
0.041,0.462,0.456,0.065,0.263,0.837,0.673,0.224,0.597,0.000
0.063,0.443,0.884,0.032,0.088,0.152,0.224,0.749,0.262,0.000
0.049,0.775,0.177,0.146,0.158,0.574,0.899,0.000,0.098,0.000
0.008,0.197,0.517,0.130,0.193,0.333,0.084,0.098,0.340,0.000
0.067,0.263,0.507,0.232,0.421,0.207,0.027,0.202,0.020,0.000
0.064,0.287,0.836,0.135,0.404,0.435,0.381,0.311,0.222,0.000
0.051,0.573,0.396,0.043,0.140,0.175,0.131,0.459,0.526,0.000
0.082,0.244,0.867,1.000,0.140,0.349,0.286,0.333,0.478,0.000
0.190,0.505,0.938,0.016,0.158,0.121,0.235,0.377,0.308,0.000
0.067,0.357,0.726,0.416,0.842,0.601,0.253,0.104,0.186,0.000
0.004,0.855,0.275,0.157,0.140,0.568,0.511,0.016,0.028,0.000
0.067,0.663,0.872,0.341,0.263,0.396,0.614,0.372,0.229,0.000
0.068,0.463,0.735,0.092,0.018,0.324,0.381,0.361,0.174,0.000
0.224,0.568,0.597,0.027,0.070,0.229,0.103,0.306,0.299,0.000
0.071,0.736,0.918,0.130,0.175,0.446,0.378,0.366,0.310,0.000
0.072,0.443,0.553,0.065,0.035,0.218,0.259,0.284,0.373,0.000
0.428,0.597,0.904,0.076,0.053,0.254,0.277,0.350,0.151,0.000
0.069,0.491,0.828,0.103,0.018,0.146,0.128,0.268,0.469,0.000
0.000,0.595,0.641,0.114,0.123,0.165,0.259,0.399,0.313,0.000
0.130,0.434,0.426,0.162,0.211,0.515,0.657,0.033,0.066,0.000
0.220,0.368,0.773,0.103,0.018,0.273,0.230,0.322,0.186,0.000
0.022,0.343,0.650,0.400,0.860,0.503,0.398,0.044,0.302,0.000
0.160,0.585,0.657,0.168,0.175,0.039,0.222,0.372,0.260,0.000
0.046,0.559,0.516,0.173,0.211,0.392,0.594,0.082,0.104,0.000
0.058,0.442,0.287,0.054,0.140,0.109,0.142,0.383,0.352,0.000
0.132,0.604,0.465,0.076,0.070,0.056,0.017,0.399,0.376,0.000
0.074,0.654,0.598,0.141,0.158,0.349,0.131,0.235,0.476,0.000
0.068,0.547,0.044,0.092,0.158,0.387,0.943,0.038,0.509,0.000
0.056,0.392,0.287,0.168,0.035,0.431,0.656,0.022,0.038,0.000
0.023,0.367,0.552,0.168,0.018,0.099,0.337,0.339,0.172,0.000
0.053,0.441,0.757,0.227,0.351,0.827,0.496,0.191,0.939,0.000
0.049,0.689,0.217,0.168,0.070,0.251,0.578,0.011,0.028,0.000
0.098,0.614,0.568,0.092,0.123,0.090,0.011,0.350,0.270,0.000
0.081,0.557,0.398,0.054,0.105,0.114,0.194,0.497,0.498,0.000
0.072,0.584,0.828,0.124,0.088,0.074,0.418,0.492,0.250,0.000
0.007,0.383,0.620,0.130,0.368,0.355,0.374,0.251,0.357,0.000
0.003,0.514,0.494,0.130,0.088,0.186,0.597,0.131,0.426,0.000
0.007,0.774,0.211,0.135,0.000,0.568,0.643,0.033,0.076,0.000
0.199,0.632,0.224,0.092,0.035,0.190,0.186,0.044,0.471,0.000
0.077,0.587,0.696,0.178,0.509,0.391,0.645,0.208,0.085,0.000
0.042,0.712,0.747,0.146,0.737,0.492,0.566,0.240,0.008,0.000
0.054,0.642,0.915,0.103,0.123,0.244,0.306,0.470,0.305,0.000
0.005,0.597,0.854,0.108,0.421,0.237,0.381,0.475,0.176,0.000
0.144,0.487,0.607,0.076,0.035,0.284,0.467,0.350,0.103,0.000
0.229,0.504,0.908,0.157,0.474,0.422,0.566,0.246,0.045,0.000
0.066,0.901,0.428,0.146,0.140,0.215,0.293,0.470,0.473,0.000
0.061,0.519,0.780,0.097,0.018,0.121,0.256,0.448,0.373,0.000
0.061,0.606,0.711,0.054,0.018,0.872,0.487,0.235,0.907,0.000
0.074,0.395,0.828,0.184,0.211,0.482,0.378,0.426,0.425,0.000
0.079,0.464,0.504,0.259,0.140,0.169,0.134,0.126,0.556,0.000
0.071,0.861,0.163,0.146,0.018,0.569,0.892,0.027,0.111,0.000
0.137,0.708,0.923,0.195,0.281,0.328,0.565,0.197,0.126,0.000
0.055,0.390,0.560,0.184,0.526,0.442,0.523,0.060,0.109,0.000
0.151,0.641,0.715,0.173,0.123,0.460,0.402,0.016,0.028,0.000
0.070,0.757,0.840,0.195,0.105,0.462,0.402,0.366,0.260,0.000
0.098,0.447,0.846,0.200,0.053,0.400,0.244,0.322,0.305,0.000
0.500,0.543,0.517,0.092,0.035,0.336,0.256,0.044,0.410,0.000
0.277,0.793,0.960,0.141,0.579,0.508,0.529,0.126,0.081,0.000
0.125,0.383,0.610,0.227,0.298,0.415,0.541,0.148,0.071,0.000
0.044,0.352,0.205,0.141,0.368,0.219,0.397,0.027,0.884,0.000
0.054,0.716,0.714,0.027,0.018,0.133,0.034,0.109,0.244,0.000
0.169,0.292,0.489,0.135,0.035,0.306,0.380,0.328,0.141,0.000
0.315,0.424,0.573,0.178,0.211,0.183,0.140,0.251,0.567,0.000
0.085,0.509,0.184,0.086,0.105,0.449,0.027,0.126,0.100,0.000
0.133,0.487,0.791,0.114,0.123,0.147,0.273,0.464,0.436,0.000
0.379,0.585,0.666,0.027,0.140,0.306,0.333,0.219,0.318,0.000
0.177,0.513,0.752,0.173,0.105,0.391,0.310,0.328,0.138,0.000
0.023,0.369,0.528,0.135,0.105,0.110,0.537,0.126,0.866,0.000
0.074,0.582,0.838,0.146,0.421,0.427,0.531,0.109,0.106,0.000
0.071,0.437,0.716,0.108,0.211,0.000,0.390,0.339,0.172,0.000
0.130,0.458,0.535,0.227,0.175,0.324,0.524,0.044,0.071,0.000
0.122,0.595,0.788,0.178,0.474,0.456,0.527,0.131,0.100,0.000
0.306,0.435,0.783,0.211,0.351,0.296,0.143,0.492,0.035,0.000
0.066,0.538,0.482,0.092,0.035,0.167,0.362,0.530,0.247,0.000
0.003,0.556,0.519,0.119,0.175,0.282,0.203,0.197,0.280,0.000
0.017,0.563,0.916,0.103,0.263,0.128,0.124,0.377,0.410,0.000
0.053,0.308,0.571,0.119,0.228,0.991,0.157,0.011,0.012,0.000
0.272,0.094,0.655,0.195,0.105,0.343,0.427,0.579,0.430,0.000
0.221,0.349,0.522,0.054,0.088,0.161,0.122,0.383,0.231,0.000
0.044,0.698,0.673,0.049,0.035,0.116,0.089,0.426,0.335,0.000
0.076,0.629,0.777,0.141,0.579,0.669,0.526,0.115,0.008,0.000
0.053,0.583,0.284,0.195,0.053,0.380,0.566,0.038,0.050,0.000
0.056,0.336,0.294,0.130,0.035,0.511,0.526,0.098,0.217,0.000
0.222,0.598,0.917,0.146,0.000,0.194,0.176,0.383,0.153,0.000
0.134,0.566,0.562,0.130,0.070,0.438,0.342,0.317,0.017,0.000
0.220,0.569,0.714,0.297,0.035,0.270,0.230,0.317,0.294,0.000
