bcr_dir,RunNumberPartNumberID,RunNumber,PartNumber,Timestamp,Sensor,BoardNumber,ArrayNumber,time_betw_scan_min,CA,CA Humidity,CA Temperature,YM,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac h�j O2,Sensitivity [pA/�M],t on 10/5 mM glu/lac [s],Lav O2 - H�j O2
,2965,R24390,932-029,17-04-2020 05:12,Glu,3,1,836,2.79,30.61,25.46,5.482,Failed,2.08,0.18,0.2,1.9,489,5.1,4.14
,2964,R24389,932-029,17-04-2020 04:42,Glu,2,11,1940,2.668,29.81,25.87,6.259,Failed,0.7,0.05,1.7,2.39,90,0.6,3.74
,2960,R24385,932-029,17-04-2020 03:22,Glu,1,1,1808,2.938,27.56,27.37,6.549,Failed,2.55,0.07,1.2,6.59,426,4.8,4.78
,2970,R24395,932-029,17-04-2020 01:14,Glu,1,3,2523,2.38,27.29,27.39,6.318,Failed,2.52,0.16,0.2,1.63,180,6.2,1.12
,2968,R24393,932-029,16-04-2020 22:54,Glu,3,6,1335,2.653,28.57,26.36,6.61,Failed,2.77,0.12,0,0.63,128,9.9,4.08
,2958,R24383,932-029,16-04-2020 04:14,Glu,1,1,3406,2.36,28.45,26.58,6.267,Failed,7.42,0.25,0.2,2.62,298,6,0.85
,2957,R24382,932-029,16-04-2020 03:54,Glu,3,7,886,2.423,29.76,26.06,5.636,Failed,7.42,0.26,2.1,1.88,311,0.5,5.33
,2955,R24380,932-029,16-04-2020 02:04,Glu,1,1,4307,2.513,27.53,27.49,6.506,Failed,2.53,0.27,0.4,2.44,204,6.4,1.55
,2940,R24359,932-029,15-04-2020 18:40,Glu,8,7,7654,2.328,27.21,27.79,6.751,Failed,2.53,0.16,0.2,2.15,198,6.2,0.89
,2940,R24359,932-029,15-04-2020 18:24,Glu,3,11,6214,2.663,28.47,27.18,6.363,Failed,2.52,0.08,0.4,0.28,62,5.8,1.42
,2940,R24359,932-029,15-04-2020 18:18,Glu,1,5,5682,2.592,26.94,28.25,6.857,Failed,2.53,0.16,0.4,2.89,345,5.8,0.28
,2939,R24358,932-029,15-04-2020 09:28,Glu,2,5,5408,2.58,28.89,26.08,6.577,Failed,2.52,0.04,0.2,1.5,319,6.2,0.88
,2929,R24348,932-029,15-04-2020 03:44,Glu,1,15,7635,2.587,28.87,26.28,6.117,Failed,2.78,0,1.1,1.19,3,8.3,3.68
,2927,R24346,932-029,15-04-2020 00:16,Glu,2,4,1640,2.472,28.02,27.09,6.413,Failed,0.67,0.23,0.1,5.6,288,5.8,3.3
,2931,R24350,932-029,14-04-2020 23:46,Glu,2,16,8848,2.57,27.93,27.28,6.534,Failed,5.08,0.26,2.2,4.35,401,2.6,0.37
,2923,R24342,932-029,14-04-2020 22:12,Glu,2,15,8455,2.397,28.81,26.81,6.64,Failed,2.57,0.17,0.3,2.79,432,11.1,0.9
,2918,R24337,932-029,14-04-2020 16:36,Glu,8,11,2491,2.44,26.97,27.87,6.699,Failed,2.05,0.07,0.5,0.38,259,9,1.51
,2919,R24338,932-029,14-04-2020 16:10,Glu,8,12,2559,2.5,26.85,28.01,6.46,Failed,14.38,0.06,0.4,0.34,281,10.9,2.37
,2919,R24338,932-029,14-04-2020 15:44,Glu,1,15,2585,2.41,26.8,27.74,6.669,Failed,2.82,0.28,1.2,5.02,409,3.7,0.07
,2914,R24333,932-029,14-04-2020 15:22,Glu,2,13,2604,2.456,27.22,27.46,6.609,Failed,2.82,0.38,2.4,0.89,420,1,6.79
,2913,R24332,932-029,14-04-2020 14:56,Glu,2,10,1210,2.611,27.95,27.05,6.579,Failed,2.95,0.49,1.3,4.95,427,1.3,0.34
,2915,R24334,932-029,14-04-2020 05:06,Glu,1,15,1587,2.55,30.24,25.23,6.92,Failed,2.07,0.11,1.2,0.03,305,14.9,2.41
,2907,R24326,932-029,14-04-2020 02:40,Glu,1,3,818,2.536,27.16,27.42,6.479,Failed,7.52,0.07,0.1,0.97,169,7.1,2.13
,2909,R24328,932-029,14-04-2020 02:16,Glu,1,14,2894,2.566,27.41,27.26,6.53,Failed,2.78,0.14,0.2,2.43,366,6.4,0.62
,2897,R24316,932-029,10-04-2020 04:12,Glu,1,11,6255,2.545,29.33,26.12,6.653,Failed,2.45,0.01,1.1,4.76,22,2.9,5.14
,2888,R24307,932-029,08-04-2020 17:00,Glu,1,4,5780,2.609,29.97,25.9,7.058,Failed,0.07,0.35,0.1,1.03,327,7.2,0.59
,2883,R24302,932-029,08-04-2020 14:52,Glu,1,2,8708,2.664,29.7,25.99,6.757,Failed,7.5,0.04,0.3,0.95,222,10.6,3.42
,2857,R24276,932-029,06-04-2020 16:36,Glu,8,3,1208,2.434,28.15,27.51,6.727,Failed,0.02,0.3,0.3,0.49,4,5.7,4.77
,2852,R24271,932-029,06-04-2020 07:48,Glu,3,13,2409,2.736,28.12,26.66,6.78,Failed,3.62,0.28,3.8,4.52,410,3.4,0.19
,2816,R24235,932-029,02-04-2020 17:52,Glu,8,14,75,2.67,29.29,26.91,6.772,Failed,0.35,0.12,0.3,0.11,218,9.4,2.49
,2808,R24227,932-029,02-04-2020 09:44,Glu,3,6,38,2.732,27.65,27.72,6.92,Failed,5.67,0.25,1.4,3.5,271,6.9,1.87
,2817,R24236,932-029,02-04-2020 09:06,Glu,2,15,233,2.766,27.95,27.56,6.964,Failed,0.6,0.25,1.7,4.97,423,3.1,0.42
,2813,R24232,932-029,02-04-2020 08:14,Glu,5,1,26,3.155,28.62,26.95,7.228,Failed,4.52,0.2,0,1.51,224,5.8,1.12
,2807,R24226,932-029,01-04-2020 15:54,Glu,8,3,12,2.458,30,25.98,6.776,Failed,5.65,0.3,2.2,3.95,451,4.6,0.13
,2807,R24226,932-029,01-04-2020 15:40,Glu,3,5,42,2.591,29.07,26.61,6.994,Failed,5.62,0.34,2.8,4.69,417,1.5,0.04
,2807,R24226,932-029,01-04-2020 15:36,Glu,2,2,43,2.636,28.91,26.82,6.957,Failed,5.63,0.3,1.8,4.3,409,3.7,0.22
,2807,R24226,932-029,01-04-2020 15:30,Glu,1,15,45,2.545,28.96,26.93,7.253,Failed,5.65,0.31,3.1,4.67,465,1.8,0.32
,2797,R24216,932-029,01-04-2020 09:02,Glu,8,1,240,2.59,27.58,27.56,6.795,Failed,4.57,0.16,0.2,0.35,259,7.4,1.55
,2797,R24216,932-029,01-04-2020 08:48,Glu,3,1,218,2.46,28.08,27.48,6.982,Failed,4.53,0.25,2.6,3.71,421,5.3,0.54
,2797,R24216,932-029,01-04-2020 08:38,Glu,1,1,226,2.55,28.1,27.35,6.848,Failed,4.55,0.2,0.8,1.75,427,5.4,0.75
,2796,R24215,932-029,31-03-2020 17:52,Glu,8,9,60,2.486,29.46,26.52,5.41,Failed,2.22,0.24,1,4.15,630,1,4.19
,2798,R24217,932-029,31-03-2020 17:10,Glu,3,1,31,2.55,30.47,26.43,6.235,Failed,4.52,0.16,0.4,0.49,256,7.5,1.51
,2798,R24217,932-029,31-03-2020 17:02,Glu,1,4,21,2.633,29.76,26.51,6.841,Failed,4.52,0.09,1.4,4.2,21,4.6,4.41
,2743,R24142,932-029,30-03-2020 16:52,Glu,3,3,38,2.569,30.29,25.73,6.676,Failed,2.35,0.38,0.2,0.33,267,8.6,2.15
,2743,R24142,932-029,30-03-2020 16:44,Glu,1,2,62,2.693,31.01,25.48,7.148,Failed,2.33,0.23,0.9,3.86,438,3.7,0.48
,2737,R24136,932-029,30-03-2020 13:02,Glu,1,7,1312,2.561,29.88,26.15,6.733,Failed,2.03,0.27,3,3.96,408,3.8,0.31
,2735,R24134,932-029,30-03-2020 12:08,Glu,2,14,113,2.51,27.04,27.87,6.866,Failed,7.38,0.26,2.5,3.52,415,3.3,0.32
,2750,R24149,932-029,30-03-2020 07:28,Glu,1,5,1478,2.705,28.97,26.35,7.07,Failed,2.33,0.24,0.8,3.22,402,2.1,0.74
,2790,R24192,932-029,27-03-2020 11:10,Glu,8,3,4190,2.454,29.13,26.42,6.238,Failed,1.75,0.13,2,3.17,259,1,2.9
,2778,R24180,932-029,26-03-2020 12:24,Glu,1,5,4757,2.735,28.84,26.4,6.696,Failed,2.37,0.24,0.2,2.96,289,7,0.73
,2774,R24176,932-029,26-03-2020 10:28,Glu,3,7,4414,2.598,27.83,26.89,5.905,Failed,1.78,0.16,1.6,7.79,260,0.4,0.6
,2781,R24183,932-029,26-03-2020 06:56,Glu,1,12,1494,2.629,30.57,25.11,6.44,Failed,2.9,0.04,0.7,0.33,280,6.1,2.76
,2765,R24167,932-029,25-03-2020 10:10,Glu,8,13,2736,2.574,27.61,27.14,6.638,Failed,2.9,0.39,1,4.13,411,1.7,0.26
,2710,R24079,932-029,24-03-2020 06:42,Glu,3,9,2795,2.58,28.5,26.88,6.304,Failed,0.47,0.12,0.2,1.33,290,6.3,2.06
,2709,R24078,932-029,24-03-2020 06:10,Glu,1,3,4621,2.584,28.67,26.79,7.198,Failed,5.58,0.29,2.7,3.62,444,4.5,0.27
,2699,R24068,932-029,24-03-2020 03:06,Glu,6,4,3368,2.54,29.63,25.94,7.085,Failed,1.57,0.3,2.1,3.47,357,8,0.04
,2694,R24062,932-029,24-03-2020 00:50,Glu,8,2,2935,2.59,27.93,26.91,7.339,Failed,6.73,0.26,3.4,2.79,441,2.6,0.77
,2694,R24062,932-029,24-03-2020 00:28,Glu,1,11,1496,2.667,28.13,26.75,7.042,Failed,6.73,0.27,2.4,3.66,416,2,0.64
,2693,R24061,932-029,23-03-2020 23:28,Glu,6,15,1312,2.64,29.23,26.01,7.212,Failed,1.58,0.26,1.4,4.23,348,7.4,1.44
,2693,R24061,932-029,23-03-2020 23:08,Glu,1,7,1288,2.51,29.5,25.66,7.393,Failed,1.57,0.3,2.7,3.77,447,3.8,0.33
,2701,R24070,932-029,23-03-2020 10:34,Glu,1,1,3210,2.64,27.66,26.45,6.966,Failed,0.5,0.23,2.2,4.55,425,2.6,0.29
,2604,R23918,932-029,27-02-2020 08:30,Glu,8,1,5647,2.447,32.14,25.98,6.201,Failed,0.05,0.14,1.2,0.07,7,8.1,3.32
,2604,R23918,932-029,27-02-2020 08:06,Glu,1,6,5630,2.466,29.53,26.43,5.99,Failed,0.05,0.13,0.8,1.53,69,7.4,1.94
,2606,R23920,932-029,27-02-2020 06:10,Glu,2,13,4507,2.652,28.03,27.28,6.507,Failed,0.43,0.05,0.4,1.96,81,5.6,1.8
,2595,R23909,932-029,26-02-2020 23:38,Glu,8,16,975,2.59,28.33,26.81,6.152,Failed,407.67,0.12,0.9,0.69,221,4.5,6.27
,2595,R23909,932-029,26-02-2020 23:22,Glu,3,5,990,2.65,28.33,26.73,6.872,Failed,407.67,0.04,2.2,2.77,379,2.8,6.95
,2595,R23909,932-029,26-02-2020 23:18,Glu,2,3,989,2.66,28.32,26.68,6.503,Failed,407.67,0.04,1.4,0.93,236,4,4.65
,2595,R23909,932-029,26-02-2020 23:14,Glu,1,3,1709,2.64,28.32,26.65,6.48,Failed,407.67,0.21,0.8,0.45,154,4.7,6.99
,2584,R23893,932-029,26-02-2020 07:52,Glu,8,1,6669,2.41,30.08,25.85,6.12,Failed,0.05,0.04,1.7,4.21,302,1.1,5.07
,2584,R23893,932-029,26-02-2020 07:28,Glu,3,7,6676,2.483,29.19,26.38,4.919,Failed,0.05,0.21,1,2.16,633,0.4,1.35
,2584,R23893,932-029,26-02-2020 07:24,Glu,2,7,6684,2.549,29.04,26.35,5.016,Failed,0.05,0.15,0.8,2.73,503,0.7,1.45
,2583,R23892,932-029,26-02-2020 05:30,Glu,3,3,6684,2.52,29.26,26.52,5.137,Failed,0.07,0.19,1,2.2,553,0.9,2.23
,2575,R23884,932-029,26-02-2020 04:54,Glu,8,6,2387,2.49,27.26,27.95,5.902,Failed,3.25,0.14,0.6,4.01,405,0.5,1.6
,2576,R23885,932-029,26-02-2020 03:18,Glu,3,7,1871,2.612,26.84,27.78,5.999,Failed,3.25,0.09,0.2,1.3,105,5.9,2.09
,2572,R23881,932-029,26-02-2020 03:08,Glu,8,15,2596,2.23,26.91,27.81,5.223,Failed,3.25,0.19,0.2,4.36,474,0.3,0.9
,2572,R23881,932-029,26-02-2020 02:56,Glu,4,16,2593,2.29,27.11,27.78,5.138,Failed,3.25,0.15,0.5,3.27,561,0.1,2.28
,2578,R23887,932-029,26-02-2020 00:28,Glu,1,3,1378,2.63,27.51,27.21,5.278,Failed,3.25,0.17,0.9,3.32,739,0.7,3.07
,2574,R23883,932-029,25-02-2020 23:58,Glu,8,13,2011,2.506,28.54,26.73,5.133,Failed,3.23,0.12,0.5,1.94,465,1.1,4.03
,2579,R23888,932-029,25-02-2020 23:34,Glu,8,12,2410,2.519,28.81,26.73,5.256,Failed,2.7,0.15,0.6,1.97,411,1,3.14
,2579,R23888,932-029,25-02-2020 23:14,Glu,2,14,3124,2.461,27.91,26.75,5.198,Failed,2.7,0.17,1.1,2.7,418,1.4,2.65
,2570,R23879,932-029,25-02-2020 15:30,Glu,8,16,246,2.569,30.12,25.43,6.898,Failed,2.28,0.12,0.2,0.23,311,19.2,0.71
,2567,R23876,932-029,25-02-2020 04:24,Glu,8,2,2848,2.417,27.53,27.85,6.43,Failed,2.3,0.14,0.9,1.58,83,10.4,2.1
,2564,R23873,932-029,25-02-2020 02:24,Glu,3,15,1180,2.417,27.31,27.74,6.101,Failed,2.28,0.15,2,1.76,129,2.7,1.74
,2564,R23873,932-029,25-02-2020 02:20,Glu,2,14,1195,2.417,27.51,27.72,6.007,Failed,2.28,0.09,2.3,2.43,615,2.4,3.43
,2563,R23872,932-029,25-02-2020 01:32,Glu,8,5,2454,2.54,27.43,27.42,7.104,Failed,1.68,0.08,0,0.12,303,11.5,2.34
,2563,R23872,932-029,25-02-2020 01:16,Glu,3,9,2440,2.54,26.6,27.53,6.924,Failed,1.68,0.19,0.9,1.07,73,10.4,3.21
,2561,R23864,932-029,25-02-2020 00:22,Glu,2,12,2951,2.554,30.05,27.32,5.082,Failed,2.28,0.09,1.6,1.49,451,0.6,1.58
,2553,R23856,932-029,24-02-2020 23:20,Glu,1,9,1128,2.5,28.6,26.75,6.357,Failed,2.28,0.04,0.7,0.87,137,5.8,1.07
,2558,R23861,932-029,24-02-2020 22:58,Glu,2,14,1692,2.491,28.42,26.61,6.047,Failed,2.28,0.02,2.1,3.77,226,7,2.76
,2559,R23862,932-029,24-02-2020 17:28,Glu,1,4,1642,2.46,27.88,27.05,6.127,Failed,2.28,0.07,1.4,1.71,50,4.8,2.24
,2560,R23863,932-029,24-02-2020 17:06,Glu,2,7,867,2.528,29.29,26.47,6.887,Failed,2.28,0,1.6,1.94,52,4.6,2
,2548,R23851,932-029,24-02-2020 14:28,Glu,2,5,1389,3.176,29.43,25.98,5.514,Failed,2.18,1.28,1.2,12.29,1810,0.5,6.34
,2548,R23851,932-029,24-02-2020 14:26,Glu,1,2,1389,3.183,29.65,25.82,6.478,Failed,2.18,0.04,1.9,6.56,684,4.3,4.59
,2552,R23855,932-029,24-02-2020 13:56,Glu,8,7,1300,2.864,28.13,26.91,5.839,Failed,2.17,0.17,0.7,3.43,647,0.8,0.95
,2552,R23855,932-029,24-02-2020 13:32,Glu,3,10,1319,2.697,27.11,27.81,5.984,Failed,2.17,0.13,0.9,0.05,171,6.2,2.57
,2540,R23843,932-029,21-02-2020 14:04,Glu,3,8,1074,2.645,29.02,26.01,5.988,Failed,2.18,0.08,1.7,6.06,507,2.3,5.71
,2546,R23849,932-029,20-02-2020 19:00,Glu,2,1,1967,2.701,28,27.34,6.443,Failed,1.7,0.17,0.7,0.77,9,6.4,1.63
,2514,R23817,932-029,19-02-2020 16:26,Glu,2,8,5457,2.11,28.03,27.42,5.443,Failed,1.68,0.1,2,0.49,568,0.2,4.07
,2521,R23824,932-029,19-02-2020 14:24,Glu,1,7,1712,2.648,27.17,27.78,6.622,Failed,1.53,0.34,0.6,0.48,414,6.1,1.26
,2511,R23814,932-029,19-02-2020 07:34,Glu,3,1,13,2.572,29.71,26.21,5.312,Failed,1.55,0.02,2,1.61,313,6.6,3.66
,2496,R23799,932-029,18-02-2020 23:16,Glu,1,5,1262,2.64,28.72,26.65,6.209,Failed,1.55,0.12,1.2,1.24,59,1.8,1.96
,2506,R23809,932-029,18-02-2020 22:24,Glu,2,9,971,2.622,29.44,25.9,5.28,Failed,3.2,0.01,1.4,1.26,194,4.2,4.03
,2499,R23802,932-029,18-02-2020 03:28,Glu,8,10,1666,2.51,28.23,26.88,6.051,Failed,3.2,0.21,1.1,1.22,122,2.1,1.91
,2483,R23779,932-029,17-02-2020 15:06,Glu,1,2,3401,2.583,27.75,27.18,7.159,Failed,3.22,0.15,0.8,3.38,428,7.3,0.18
,2480,R23776,932-029,17-02-2020 11:58,Glu,3,9,1992,2.574,28.1,27.25,6.483,Failed,3.2,0.24,0.2,3.57,409,1.4,0.43
,2474,R23770,932-029,17-02-2020 10:36,Glu,1,6,2030,2.67,27.28,27.25,6.84,Failed,1.87,0.46,1.1,4.19,442,3.1,0.7
,2479,R23775,932-029,17-02-2020 09:12,Glu,2,16,1609,2.774,27.91,26.77,5.726,Failed,3.22,0.08,1.8,1.39,10,0.7,5.42
,2478,R23774,932-029,14-02-2020 16:52,Glu,3,9,1747,2.951,29.36,26.08,5.188,Failed,1.87,0.37,2.8,2.93,422,6.8,3.5
,2468,R23764,932-029,14-02-2020 10:46,Glu,1,1,1737,3.014,31.01,24.74,6.076,Failed,1.32,0.16,1,2.17,200,7.4,2.11
,2493,R23789,932-029,14-02-2020 04:20,Glu,2,2,5411,2.417,27.17,27.85,6.717,Failed,1.68,0.03,0.7,0.06,301,12.5,1.78
,2459,R23755,932-029,13-02-2020 23:50,Glu,1,14,6110,2.62,28.02,27.18,6.732,Failed,1.88,0.42,1.6,2.93,425,1.4,0.68
,2451,R23747,932-029,13-02-2020 00:44,Glu,8,14,5436,2.89,27.22,27.42,4.922,Failed,1.32,0.2,1.2,3.98,544,0.2,1.11
,2448,R23744,932-029,12-02-2020 09:54,Glu,1,1,1515,2.783,29.92,25.69,6.336,Failed,1.15,0.03,0,6.73,275,0.3,5.92
,2462,R23758,932-029,12-02-2020 00:44,Glu,3,4,1214,2.62,28.02,27.19,6.355,Failed,3.5,0.25,0.1,2.89,284,7.6,2.24
,2462,R23758,932-029,12-02-2020 00:38,Glu,1,10,1223,2.63,28.67,27.18,6.114,Failed,3.5,0.36,0.2,1.86,242,7.7,2.6
,2442,R23738,932-029,11-02-2020 22:30,Glu,3,9,1120,2.69,30,25.55,5.491,Failed,3.03,0.22,0.3,1.36,422,0.2,2.26
,2430,R23726,932-029,11-02-2020 04:42,Glu,2,5,3827,2.66,27.59,27.51,6.626,Failed,3.5,0.57,1.3,6.6,375,16.3,0.7
,2424,R23714,932-029,11-02-2020 01:00,Glu,1,2,1978,2.29,27.91,27.46,5.924,Failed,0.12,0.12,0.7,2.45,195,4.7,4.12
,2414,R23696,932-029,10-02-2020 14:32,Glu,3,9,1681,2.481,27.8,26.98,6.369,Failed,0.13,0.38,1.9,1.19,1,5.7,0.37
,2414,R23696,932-029,10-02-2020 14:28,Glu,2,7,1682,2.585,27.91,27.23,6.076,Failed,0.1,0.36,2.3,1.67,16,2,0.38
,2397,R23679,932-029,06-02-2020 03:12,Glu,8,15,3809,2.783,28.28,27.11,6.229,Failed,21.43,0.33,0.4,4.37,198,1.1,0.71
,2397,R23679,932-029,06-02-2020 02:56,Glu,3,1,3805,2.796,28.22,27.14,6.877,Failed,21.43,0.1,1.8,4,20,4.6,0.06
,2397,R23679,932-029,06-02-2020 02:52,Glu,2,12,3809,2.787,28.64,27.14,7.153,Failed,21.42,0.43,0.8,0.25,246,9.1,1.78
,2397,R23679,932-029,06-02-2020 02:50,Glu,1,3,3810,2.795,28.64,27.12,6.572,Failed,21.42,0.35,0.6,2.17,123,2.4,0.83
,2387,R23669,932-029,05-02-2020 22:14,Glu,1,9,864,2.468,27.95,27.09,6.742,Failed,4.62,0.01,0.6,1.06,57,3.8,3.35
,2380,R23662,932-029,05-02-2020 21:20,Glu,3,1,1527,2.519,28.79,26.51,6.216,Failed,1.57,0,1,0.98,58,2.6,1.59
,2368,R23650,932-029,05-02-2020 05:02,Glu,1,1,1870,2.7,28.91,26.73,6.525,Failed,2.1,0.09,2.3,1.61,126,0.9,2.93
,2352,R23634,932-029,04-02-2020 00:48,Glu,8,14,1789,2.746,27.12,27.64,6.868,Failed,4.15,0.19,2.1,3.23,325,8,0.72
,2367,R23649,932-029,04-02-2020 00:06,Glu,3,1,2797,2.913,27.71,27.51,6.88,Failed,2.1,0.24,0.6,1.41,200,11.3,0.82
,2367,R23649,932-029,04-02-2020 00:04,Glu,2,1,2798,2.801,27.71,27.51,6.775,Failed,2.12,0.44,0.2,1.69,403,5.1,1.68
,2355,R23637,932-029,03-02-2020 21:56,Glu,8,12,46,2.665,28.39,26.68,6.524,Failed,2.28,0.08,0.9,1.73,41,1.7,1.72
,2349,R23631,932-029,03-02-2020 07:34,Glu,1,2,1758,2.95,29.65,25.3,6.636,Failed,2.1,0.21,0.1,2.65,327,6,0.16
,2328,R23610,932-029,30-01-2020 07:52,Glu,8,10,9609,2.673,28.69,26.21,5.833,Failed,4.23,0.12,0.6,1.84,99,6.2,3.23
,2328,R23610,932-029,30-01-2020 07:34,Glu,3,9,10339,2.632,29.24,25.87,6.277,Failed,4.12,0.09,0.1,1.65,33,7.3,2.67
,2326,R23608,932-029,29-01-2020 10:50,Glu,1,1,2681,2.804,27.28,27.34,6.414,Failed,4,0.01,1.1,1.22,183,3.6,2.15
,2324,R23606,932-029,29-01-2020 10:16,Glu,1,8,9413,2.423,27.48,27.19,6.073,Failed,1.68,0.03,0.6,2.16,140,1,1.56
,2323,R23605,932-029,29-01-2020 09:46,Glu,2,12,6299,2.35,27.98,27.05,5.411,Failed,0.02,0.02,0.2,0.85,199,7.5,3.22
,2306,R23588,932-029,27-01-2020 10:12,Glu,2,3,4335,2.4,27.01,27.35,6.045,Failed,0.18,0.41,0.4,3.99,392,6.8,0.76
,2306,R23588,932-029,27-01-2020 10:08,Glu,1,14,4344,2.52,26.67,27.34,6.171,Failed,0.23,0.38,0.5,4.34,402,1.1,0.63
,2297,R23579,932-029,24-01-2020 16:22,Glu,1,9,2657,2.723,28.02,27.04,6.028,Failed,2.73,0.68,5.4,5.25,491,1.2,0.85
,2288,R23564,932-029,23-01-2020 05:12,Glu,2,9,5812,2.76,29.73,26.47,6.538,Failed,2.7,0.36,2.4,2.71,78,2.9,0.74
,2283,R23559,932-029,23-01-2020 02:38,Glu,2,1,7636,2.67,28.15,27.49,6.66,Failed,4.35,0.05,0.8,2.62,261,4,1.92
,2275,R23551,932-029,22-01-2020 23:02,Glu,5,15,7184,2.195,27.83,26.42,6.682,Failed,1.68,0.25,1.8,4.63,402,4.5,0.25
,2278,R23554,932-029,22-01-2020 12:42,Glu,1,10,7678,2.742,29.75,27.04,6.119,Failed,1.68,0.43,2.8,2.81,106,4.1,0.64
,2267,R23543,932-029,22-01-2020 03:28,Glu,2,7,5760,2.63,29.11,27.12,6.466,Failed,1.68,0.11,3,4.7,409,1.7,0.46
,2252,R23528,932-029,21-01-2020 16:26,Glu,4,4,1734,2.87,28.87,26.81,6.983,Failed,1.7,0.41,2.5,5.36,433,12.7,0.16
,2247,R23523,932-029,21-01-2020 05:48,Glu,7,15,3198,2.59,29.13,26.43,6.595,Failed,2.75,0.25,2.9,4.41,408,1.5,0.6
,2245,R23521,932-029,20-01-2020 09:36,Glu,3,10,1455,2.442,28.18,26.59,6.335,Failed,1.65,0.1,1.2,1.07,92,2.4,3.7
,2212,R23488,932-029,20-01-2020 08:32,Glu,2,9,2850,2.63,29.33,25.64,5.434,Failed,1.25,0.14,0.8,2.93,79,0.7,4.91
,2197,R23467,932-029,15-01-2020 12:12,Glu,3,13,4043,2.585,28.64,27.12,6.295,Failed,0.4,0.09,0.2,1.05,116,4.6,4.11
,2197,R23467,932-029,15-01-2020 12:10,Glu,2,16,4043,2.595,28.77,27.09,5.816,Failed,0.42,2.04,1.9,18.21,353,0,0.53
,2181,R23451,932-029,14-01-2020 13:06,Glu,1,16,3086,2.63,31.48,25.52,6.452,Failed,4.02,0.13,2.1,4.35,409,1.6,0.52
,2159,R23424,932-029,10-01-2020 15:42,Glu,1,9,1277,2.536,28.17,26.96,6.524,Failed,1.58,0.09,0.8,4.73,418,1.7,0.66
,2162,R23427,932-029,10-01-2020 14:46,Glu,1,14,2465,2.839,28.67,26.42,6.879,Failed,1.67,0.24,1.4,4.17,446,2.8,0.98
,2161,R23426,932-029,10-01-2020 03:58,Glu,8,3,1705,2.65,27.51,27.64,7.205,Failed,1.65,0.12,0.8,3.37,389,5.9,0.14
,2161,R23426,932-029,10-01-2020 03:40,Glu,2,14,1704,2.71,27.71,27.55,6.918,Failed,1.6,0.15,0,2.87,401,5.5,0.18
,2146,R23411,932-029,09-01-2020 10:32,Glu,8,13,3051,2.84,30.03,25.87,6.28,Failed,1.6,0.32,2.6,2.68,149,2.1,0.04
,2128,R23388,932-029,09-01-2020 03:16,Glu,1,1,1053,2.548,27.44,27.62,6.637,Failed,3.72,0.05,0.7,2.2,240,8.1,1.07
,2135,R23395,932-029,09-01-2020 01:16,Glu,3,6,504,2.83,27.59,27.32,7.256,Failed,0.33,0.44,2.6,3.8,438,4.6,0.5
,2135,R23395,932-029,09-01-2020 01:10,Glu,1,11,950,2.67,27.61,27.26,6.717,Failed,0.32,0.33,2.7,4.82,433,2.1,0.44
,2157,R23422,932-029,08-01-2020 23:18,Glu,2,2,83,2.619,28.57,26.45,6.918,Failed,7,0.26,4.2,4.06,439,2.7,0.53
,2157,R23422,932-029,08-01-2020 23:16,Glu,1,1,74,2.858,28.57,26.43,7.144,Failed,6.98,0.12,3,3.76,410,2.8,0.61
,2158,R23423,932-029,08-01-2020 13:48,Glu,8,1,1412,2.805,28.89,26.05,6.748,Failed,6.9,0.17,2.6,4.66,411,1.2,0.29
,2158,R23423,932-029,08-01-2020 13:02,Glu,3,1,2827,2.601,29.58,25.83,7.114,Failed,6.87,0.16,1.6,2.99,360,6.1,1.22
,2121,R23381,932-029,07-01-2020 05:20,Glu,1,1,2559,2.498,29.14,26.59,6.929,Failed,3.73,0.04,1.2,1.54,6,9,4.56
,2116,R23376,932-029,07-01-2020 01:16,Glu,2,2,3253,2.68,27.81,27.19,6.543,Failed,1.03,0.19,0.1,1.14,25,5.3,3.52
,2099,R23351,932-029,06-01-2020 22:24,Glu,2,9,1648,2.667,29.58,25.73,6.822,Failed,1.62,0.13,0.3,0.37,234,8.8,2.7
,2102,R23362,932-029,06-01-2020 11:10,Glu,8,1,2370,3.024,27.88,27.05,6.673,Failed,2.97,0.07,0.3,2.01,331,6.2,0.83
,281,R23343,932-029,22-12-2019 08:30,Glu,8,13,6592,2.499,28.32,26.61,5.452,Failed,0.85,0.77,0.4,7.26,17,0.3,0.12
,51,R23321,932-029,20-12-2019 11:18,Glu,3,1,19154,2.917,27.96,27.26,6.725,Failed,4.12,0.11,0.4,1.72,281,6.6,1.93
,685,R23334,932-029,19-12-2019 23:42,Glu,3,12,6915,2.61,28.92,27.42,5.888,Failed,0.87,0.36,1.4,1.42,3,0,0.94
,648,R23322,932-029,19-12-2019 11:48,Glu,8,1,19205,2.418,30.87,25.43,7.126,Failed,4.07,0.1,0,1.52,295,9,1.42
,648,R23322,932-029,19-12-2019 11:32,Glu,3,1,19210,2.379,30.49,25.83,6.799,Failed,4.3,0.05,0.6,1.27,326,8.8,1.91
,648,R23322,932-029,19-12-2019 11:28,Glu,2,1,18492,2.591,30.37,25.9,7.291,Failed,4.08,0.08,0.9,1.78,369,16.2,1.34
