bcr_dir,RunNumber,PartNumber,Teststart,Sensor,BoardNr,ArrayNr,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
,R27834,932-029,15-01-2021 07:27,Glu,1,8,Approved,1.77,0.3,0.1,4.38,83,0,0.14
,R27834,932-029,15-01-2021 07:27,Glu,2,2,Approved,1.7,0.34,0.4,2.75,29,4.4,1.14
,R27836,932-029,15-01-2021 07:24,Glu,1,15,Approved,1.7,0.3,0.2,3.01,149,2.3,0.24
,R27836,932-029,15-01-2021 07:24,Glu,2,1,Approved,1.6,0.32,0.3,4.62,18,0.4,0.11
,R27836,932-029,15-01-2021 07:24,Glu,8,4,Approved,1.75,0.29,0.5,3.66,115,1.3,1.32
,R27836,932-029,15-01-2021 07:24,Glu,3,11,Approved,1.55,0.3,0.2,3.52,45,1.3,0.94
,R27829,932-029,15-01-2021 07:23,Glu,1,2,Approved,1.73,0.31,0.7,2.9,295,2,2.42
,R27829,932-029,15-01-2021 07:23,Glu,2,4,Approved,1.7,0.35,0.7,3.45,194,1.3,2.91
,R27829,932-029,15-01-2021 07:23,Glu,3,6,Approved,1.73,0.38,0.1,4.29,1,0.4,0.62
,R27829,932-029,15-01-2021 07:23,Glu,8,16,Approved,1.75,0.3,0.8,3.78,196,0.3,0.37
,R27853,932-029,15-01-2021 07:22,Glu,8,5,Approved,1.68,0.39,0.3,4.9,17,0,0.3
,R27853,932-029,15-01-2021 07:22,Glu,2,5,Approved,1.67,0.21,1.1,0.55,158,4.7,4.25
,R27853,932-029,15-01-2021 07:22,Glu,1,2,Approved,1.72,0.39,0.3,4.98,64,0,0.08
,R27853,932-029,15-01-2021 07:22,Glu,3,4,Approved,1.72,0.38,0.4,4.31,60,0.6,0.27
,R27881,932-029,15-01-2021 07:21,Glu,1,5,Approved,1.68,0.33,1,4.51,181,1.8,0.05
,R27881,932-029,15-01-2021 07:21,Glu,3,14,Approved,1.77,0.29,0.2,4.36,8,0.9,0.16
,R27881,932-029,15-01-2021 07:21,Glu,8,7,Approved,1.7,0.33,0.2,4.8,82,0.2,0
,R27881,932-029,15-01-2021 07:21,Glu,2,6,Approved,1.72,0.31,0.4,4.6,24,0.4,0.01
,R27857,932-029,15-01-2021 07:20,Glu,8,14,Approved,1.53,0.33,0,5.38,41,0.2,0.09
,R27857,932-029,15-01-2021 07:20,Glu,2,1,Approved,1.48,0.44,0,3.75,165,4.3,0.65
,R27857,932-029,15-01-2021 07:20,Glu,1,15,Approved,1.7,0.45,0,4.31,283,0.7,0.15
,R27869,932-029,15-01-2021 07:19,Glu,3,10,Approved,1.57,0.34,0.2,3.76,91,1.2,0.25
,R27869,932-029,15-01-2021 07:19,Glu,8,8,Approved,1.58,0.34,0.4,3.27,92,3.9,1.31
,R27869,932-029,15-01-2021 07:19,Glu,2,13,Approved,1.67,0.34,0.3,4.15,132,0.2,0.42
,R27869,932-029,15-01-2021 07:19,Glu,1,2,Approved,1.58,0.36,0.4,3.47,179,1.6,0.14
,R27801,932-029,15-01-2021 07:19,Glu,2,4,Approved,1.62,0.48,0.4,5.45,67,0.2,0.78
,R27801,932-029,15-01-2021 07:19,Glu,1,2,Approved,1.68,0.31,1.1,4.74,177,2.5,0.18
,R27801,932-029,15-01-2021 07:19,Glu,3,4,Approved,1.58,0.32,2.4,4.84,208,2.2,0.11
,R27820,932-029,15-01-2021 07:19,Glu,1,10,Approved,1.58,0.33,0.3,3.85,125,1.6,0.35
,R27820,932-029,15-01-2021 07:19,Glu,2,5,Approved,1.77,0.3,0.9,3.84,284,0.5,0.24
,R27820,932-029,15-01-2021 07:19,Glu,3,16,Approved,1.53,0.34,0,4.02,110,0.5,0.48
,R27820,932-029,15-01-2021 07:19,Glu,8,1,Approved,1.55,0.3,0.2,4.02,41,1.1,0.44
,R27863,932-029,15-01-2021 07:18,Glu,1,12,Approved,1.68,0.31,0.9,3.52,219,0.7,1.98
,R27863,932-029,15-01-2021 07:18,Glu,2,5,Approved,1.68,0.43,0.4,3.52,152,3.4,1.58
,R27863,932-029,15-01-2021 07:18,Glu,8,15,Approved,1.65,0.32,0.4,3.62,11,0.4,1.05
,R27863,932-029,15-01-2021 07:18,Glu,3,5,Approved,1.67,0.22,0.8,2.25,127,3.8,2.96
,R27845,932-029,15-01-2021 07:17,Glu,2,9,Approved,1.6,0.34,0.8,3.53,217,1.1,1.08
,R27845,932-029,15-01-2021 07:17,Glu,1,2,Approved,1.55,0.33,0.1,2.83,25,2.4,0.87
,R27845,932-029,15-01-2021 07:17,Glu,3,4,Approved,1.6,0.24,1.3,0.68,324,3.8,3.04
,R27845,932-029,15-01-2021 07:17,Glu,8,15,Approved,1.58,0.34,0.4,3.5,35,0.1,0.28
,R27831,932-029,15-01-2021 07:17,Glu,2,2,Approved,1.72,0.29,0.3,3.86,18,0.5,0.06
,R27831,932-029,15-01-2021 07:17,Glu,3,9,Approved,1.68,0.3,0.4,4.33,103,0.2,0.01
,R27831,932-029,15-01-2021 07:17,Glu,1,9,Approved,1.57,0.28,0.2,2.4,202,4.5,0.3
,R27831,932-029,15-01-2021 07:17,Glu,8,5,Approved,1.37,0.3,0.3,3.6,102,2,0.29
,R27802,932-029,15-01-2021 07:17,Glu,3,13,Approved,1.68,0.31,0.2,4.2,31,0.3,0.1
,R27802,932-029,15-01-2021 07:17,Glu,1,1,Approved,1.57,0.31,0.2,4.05,5,0.3,0.1
,R27802,932-029,15-01-2021 07:17,Glu,8,2,Approved,1.6,0.32,0.7,2.74,245,1.7,1.73
,R27802,932-029,15-01-2021 07:17,Glu,2,1,Approved,1.58,0.32,0.6,3.93,36,0.5,0.7
,R27879,932-029,15-01-2021 00:00,Glu,3,7,Approved,1.78,0.27,1,3.03,7,1.8,2.02
,R27863,932-029,15-01-2021 00:00,Glu,3,5,Approved,1.67,0.22,0.8,2.25,127,3.8,2.96
,R27831,932-029,15-01-2021 00:00,Glu,3,9,Approved,1.68,0.3,0.4,4.33,103,0.2,0.01
,R27881,932-029,15-01-2021 00:00,Glu,8,7,Approved,1.7,0.33,0.2,4.8,82,0.2,0
,R27820,932-029,15-01-2021 00:00,Glu,8,1,Approved,1.55,0.3,0.2,4.02,41,1.1,0.44
,R27845,932-029,15-01-2021 00:00,Glu,8,15,Approved,1.58,0.34,0.4,3.5,35,0.1,0.28
,R27879,932-029,15-01-2021 00:00,Glu,8,8,Approved,1.73,0.19,1.5,1.11,186,3.2,2.73
,R27869,932-029,15-01-2021 00:00,Glu,8,8,Approved,1.58,0.34,0.4,3.27,92,3.9,1.31
,R27836,932-029,15-01-2021 00:00,Glu,8,4,Approved,1.75,0.29,0.5,3.66,115,1.3,1.32
,R27820,932-029,15-01-2021 00:00,Glu,1,10,Approved,1.58,0.33,0.3,3.85,125,1.6,0.35
,R27831,932-029,15-01-2021 00:00,Glu,1,9,Approved,1.57,0.28,0.2,2.4,202,4.5,0.3
,R27829,932-029,15-01-2021 00:00,Glu,8,16,Approved,1.75,0.3,0.8,3.78,196,0.3,0.37
,R27869,932-029,15-01-2021 00:00,Glu,3,10,Approved,1.57,0.34,0.2,3.76,91,1.2,0.25
,R27853,932-029,15-01-2021 00:00,Glu,8,5,Approved,1.68,0.39,0.3,4.9,17,0,0.3
,R27853,932-029,15-01-2021 00:00,Glu,2,5,Approved,1.67,0.21,1.1,0.55,158,4.7,4.25
,R27834,932-029,15-01-2021 00:00,Glu,3,8,Approved,1.7,0.23,0.9,3.58,327,0.6,1.5
,R27831,932-029,15-01-2021 00:00,Glu,2,2,Approved,1.72,0.29,0.3,3.86,18,0.5,0.06
,R27881,932-029,15-01-2021 00:00,Glu,3,14,Approved,1.77,0.29,0.2,4.36,8,0.9,0.16
,R27831,932-029,15-01-2021 00:00,Glu,8,5,Approved,1.37,0.3,0.3,3.6,102,2,0.29
,R27829,932-029,15-01-2021 00:00,Glu,3,6,Approved,1.73,0.38,0.1,4.29,1,0.4,0.62
,R27820,932-029,15-01-2021 00:00,Glu,3,16,Approved,1.53,0.34,0,4.02,110,0.5,0.48
,R27869,932-029,15-01-2021 00:00,Glu,1,2,Approved,1.58,0.36,0.4,3.47,179,1.6,0.14
,R27834,932-029,15-01-2021 00:00,Glu,8,8,Approved,1.7,0.23,1.1,3.08,349,1.1,1.41
,R27881,932-029,15-01-2021 00:00,Glu,1,5,Approved,1.68,0.33,1,4.51,181,1.8,0.05
,R27845,932-029,15-01-2021 00:00,Glu,1,2,Approved,1.55,0.33,0.1,2.83,25,2.4,0.87
,R27863,932-029,15-01-2021 00:00,Glu,2,5,Approved,1.68,0.43,0.4,3.52,152,3.4,1.58
,R27869,932-029,15-01-2021 00:00,Glu,2,13,Approved,1.67,0.34,0.3,4.15,132,0.2,0.42
,R27879,932-029,15-01-2021 00:00,Glu,1,15,Approved,1.77,0.16,0.1,2.86,188,3.3,1.2
,R27836,932-029,15-01-2021 00:00,Glu,3,11,Approved,1.55,0.3,0.2,3.52,45,1.3,0.94
,R27801,932-029,15-01-2021 00:00,Glu,2,4,Approved,1.62,0.48,0.4,5.45,67,0.2,0.78
,R27834,932-029,15-01-2021 00:00,Glu,1,8,Approved,1.77,0.3,0.1,4.38,83,0,0.14
,R27801,932-029,15-01-2021 00:00,Glu,1,2,Approved,1.68,0.31,1.1,4.74,177,2.5,0.18
,R27829,932-029,15-01-2021 00:00,Glu,1,2,Approved,1.73,0.31,0.7,2.9,295,2,2.42
,R27802,932-029,15-01-2021 00:00,Glu,8,2,Approved,1.6,0.32,0.7,2.74,245,1.7,1.73
,R27802,932-029,15-01-2021 00:00,Glu,1,1,Approved,1.57,0.31,0.2,4.05,5,0.3,0.1
,R27853,932-029,15-01-2021 00:00,Glu,3,4,Approved,1.72,0.38,0.4,4.31,60,0.6,0.27
,R27863,932-029,15-01-2021 00:00,Glu,1,12,Approved,1.68,0.31,0.9,3.52,219,0.7,1.98
,R27829,932-029,15-01-2021 00:00,Glu,2,4,Approved,1.7,0.35,0.7,3.45,194,1.3,2.91
,R27881,932-029,15-01-2021 00:00,Glu,2,6,Approved,1.72,0.31,0.4,4.6,24,0.4,0.01
,R27834,932-029,15-01-2021 00:00,Glu,2,2,Approved,1.7,0.34,0.4,2.75,29,4.4,1.14
,R27857,932-029,15-01-2021 00:00,Glu,8,14,Approved,1.53,0.33,0,5.38,41,0.2,0.09
,R27836,932-029,15-01-2021 00:00,Glu,1,15,Approved,1.7,0.3,0.2,3.01,149,2.3,0.24
,R27879,932-029,15-01-2021 00:00,Glu,2,1,Approved,1.7,0.26,0.5,3.19,214,2.5,0.89
,R27845,932-029,15-01-2021 00:00,Glu,3,4,Approved,1.6,0.24,1.3,0.68,324,3.8,3.04
,R27836,932-029,15-01-2021 00:00,Glu,2,1,Approved,1.6,0.32,0.3,4.62,18,0.4,0.11
,R27863,932-029,15-01-2021 00:00,Glu,8,15,Approved,1.65,0.32,0.4,3.62,11,0.4,1.05
,R27857,932-029,15-01-2021 00:00,Glu,2,1,Approved,1.48,0.44,0,3.75,165,4.3,0.65
,R27801,932-029,15-01-2021 00:00,Glu,3,4,Approved,1.58,0.32,2.4,4.84,208,2.2,0.11
,R27845,932-029,15-01-2021 00:00,Glu,2,9,Approved,1.6,0.34,0.8,3.53,217,1.1,1.08
,R27820,932-029,15-01-2021 00:00,Glu,2,5,Approved,1.77,0.3,0.9,3.84,284,0.5,0.24
,R27853,932-029,15-01-2021 00:00,Glu,1,2,Approved,1.72,0.39,0.3,4.98,64,0,0.08
,R27802,932-029,15-01-2021 00:00,Glu,2,1,Approved,1.58,0.32,0.6,3.93,36,0.5,0.7
,R27857,932-029,15-01-2021 00:00,Glu,1,15,Approved,1.7,0.45,0,4.31,283,0.7,0.15
,R27802,932-029,15-01-2021 00:00,Glu,3,13,Approved,1.68,0.31,0.2,4.2,31,0.3,0.1
,R27828,932-029,14-01-2021 07:45,Glu,2,13,Approved,1.65,0.3,0.1,3.09,314,2.8,0.92
,R27828,932-029,14-01-2021 07:45,Glu,8,12,Approved,1.65,0.32,0.9,3.43,66,0.6,0.03
,R27828,932-029,14-01-2021 07:45,Glu,3,12,Approved,1.65,0.37,0.6,2.75,222,2.6,0.17
,R27828,932-029,14-01-2021 07:45,Glu,1,11,Approved,1.72,0.36,0.8,3.19,64,0.7,0.56
,R27800,932-029,14-01-2021 07:45,Glu,8,3,Approved,1.68,0.33,1.6,2.14,248,2.5,1.9
,R27800,932-029,14-01-2021 07:45,Glu,2,9,Approved,1.65,0.3,1.6,0.38,214,2,2.58
,R27800,932-029,14-01-2021 07:45,Glu,3,14,Approved,1.73,0.37,0.2,4.64,23,0.4,0.6
,R27800,932-029,14-01-2021 07:45,Glu,1,7,Approved,1.72,0.21,1.4,1.58,94,3.5,1.34
,R27825,932-029,14-01-2021 07:42,Glu,2,4,Approved,1.67,0.38,1,4,23,1.6,0.83
,R27825,932-029,14-01-2021 07:42,Glu,1,3,Approved,1.68,0.32,1.1,4.11,92,0.7,0.59
,R27825,932-029,14-01-2021 07:42,Glu,3,4,Approved,1.68,0.33,1.5,1.27,269,2,1.65
,R27825,932-029,14-01-2021 07:42,Glu,8,2,Approved,1.72,0.38,0.6,4.6,51,1.3,0.08
,R27860,932-029,14-01-2021 07:41,Glu,3,16,Approved,0.65,0.25,1.2,3.11,250,0.6,0.08
,R27860,932-029,14-01-2021 07:41,Glu,2,9,Approved,0.68,0.29,1,4.43,40,1.1,0.07
,R27860,932-029,14-01-2021 07:41,Glu,8,16,Approved,0.67,0.28,1,3.37,90,0.1,0.08
,R27860,932-029,14-01-2021 07:41,Glu,1,9,Approved,0.78,0.32,1.2,3.05,75,1.5,0.41
,R27790,932-029,14-01-2021 07:40,Glu,2,5,Approved,1.62,0.33,0.1,5.18,10,0.3,0.27
,R27790,932-029,14-01-2021 07:40,Glu,8,12,Approved,1.63,0.37,0.4,4.59,105,0.1,0.38
,R27790,932-029,14-01-2021 07:40,Glu,3,3,Approved,1.68,0.31,0.2,5.06,20,0.8,0.36
,R27790,932-029,14-01-2021 07:40,Glu,1,9,Approved,1.67,0.32,0.4,4.13,93,0.2,0.18
,R27806,932-029,14-01-2021 07:39,Glu,8,4,Approved,1.42,0.35,0.3,5.95,89,0.4,0.54
,R27806,932-029,14-01-2021 07:39,Glu,1,12,Approved,1.68,0.33,1.2,4.4,166,1.2,0.4
,R27806,932-029,14-01-2021 07:39,Glu,3,5,Approved,1.42,0.19,1,0.99,177,2.4,1.85
,R27806,932-029,14-01-2021 07:39,Glu,2,4,Approved,1.58,0.34,0.6,3.68,31,2.6,0.6
,R27826,932-029,14-01-2021 07:39,Glu,3,16,Approved,1.72,0.38,1,3.87,110,2.8,0.65
,R27826,932-029,14-01-2021 07:39,Glu,8,15,Approved,1.65,0.36,0.9,4.51,57,0.6,0.25
,R27826,932-029,14-01-2021 07:39,Glu,2,13,Approved,1.67,0.37,0.8,3.26,99,2.2,0.33
,R27826,932-029,14-01-2021 07:39,Glu,1,16,Approved,1.63,0.37,0.5,2.99,94,1.8,0.37
,R27787,932-029,14-01-2021 07:37,Glu,3,16,Approved,1.65,0.27,0.5,3.79,92,2.8,0.89
,R27787,932-029,14-01-2021 07:37,Glu,8,14,Approved,1.48,0.29,0.1,4.43,9,0.9,0.1
,R27787,932-029,14-01-2021 07:37,Glu,4,11,Approved,1.43,0.27,0.5,3.48,35,1.3,0.71
,R27787,932-029,14-01-2021 07:37,Glu,5,10,Approved,1.68,0.17,0.7,0.54,138,4.8,1.75
,R27407,932-029,14-01-2021 07:36,Glu,1,11,Approved,0.72,0.38,0.5,4.36,110,1.8,0.5
,R27407,932-029,14-01-2021 07:36,Glu,3,13,Approved,0.65,0.37,0.2,3.8,172,1.9,0.56
,R27407,932-029,14-01-2021 07:36,Glu,2,12,Approved,0.88,0.35,0.6,3.54,46,1.2,1.33
,R27407,932-029,14-01-2021 07:36,Glu,8,1,Approved,0.67,0.37,0.8,3.98,135,2.4,0.14
,R27406,932-029,14-01-2021 07:35,Glu,2,5,Approved,0.83,0.31,1,1.69,67,4.3,1.58
,R27837,932-029,14-01-2021 07:35,Glu,3,5,Approved,0.62,0.27,1.3,4.03,4,1,0.22
,R27837,932-029,14-01-2021 07:35,Glu,1,2,Approved,0.67,0.26,1,2.74,69,2.4,0.09
,R27406,932-029,14-01-2021 07:35,Glu,1,12,Approved,0.68,0.32,0.4,4.24,18,0.3,0.48
,R27837,932-029,14-01-2021 07:35,Glu,8,2,Approved,0.67,0.25,1.2,1.63,14,3,0.6
,R27406,932-029,14-01-2021 07:35,Glu,3,5,Approved,0.8,0.34,0.5,3.31,26,2.5,0.3
,R27406,932-029,14-01-2021 07:35,Glu,8,1,Approved,0.5,0.39,0.2,3.76,149,1.9,0.78
,R27837,932-029,14-01-2021 07:35,Glu,2,10,Approved,0.78,0.3,0.9,3.91,78,0.7,0.11
,R27841,932-029,14-01-2021 07:35,Glu,1,3,Approved,0.67,0.21,2.1,0.54,90,3.9,2.19
,R27841,932-029,14-01-2021 07:35,Glu,3,14,Approved,0.72,0.5,1.3,2.14,231,0.8,0.63
,R27841,932-029,14-01-2021 07:35,Glu,2,13,Approved,0.72,0.43,0.7,3.13,79,0.6,0.12
,R27841,932-029,14-01-2021 07:35,Glu,8,12,Approved,0.7,0.34,1.2,2.35,29,1.6,0.17
,R27816,932-029,14-01-2021 07:32,Glu,2,12,Approved,0.58,0.35,0.7,2.55,219,5,0.73
,R27816,932-029,14-01-2021 07:32,Glu,8,16,Approved,0.63,0.28,1.4,3.37,126,2.4,0.19
,R27816,932-029,14-01-2021 07:32,Glu,1,16,Approved,0.62,0.36,1,3.99,58,0.7,0.47
,R27816,932-029,14-01-2021 07:32,Glu,3,16,Approved,0.68,0.34,0.6,3.33,215,2,0.61
,R27837,932-029,14-01-2021 00:00,Glu,1,2,Approved,0.67,0.26,1,2.74,69,2.4,0.09
,R27800,932-029,14-01-2021 00:00,Glu,2,9,Approved,1.65,0.3,1.6,0.38,214,2,2.58
,R27841,932-029,14-01-2021 00:00,Glu,3,14,Approved,0.72,0.5,1.3,2.14,231,0.8,0.63
,R27806,932-029,14-01-2021 00:00,Glu,3,5,Approved,1.42,0.19,1,0.99,177,2.4,1.85
,R27406,932-029,14-01-2021 00:00,Glu,3,5,Approved,0.8,0.34,0.5,3.31,26,2.5,0.3
,R27800,932-029,14-01-2021 00:00,Glu,8,3,Approved,1.68,0.33,1.6,2.14,248,2.5,1.9
,R27826,932-029,14-01-2021 00:00,Glu,8,15,Approved,1.65,0.36,0.9,4.51,57,0.6,0.25
,R27406,932-029,14-01-2021 00:00,Glu,8,1,Approved,0.5,0.39,0.2,3.76,149,1.9,0.78
,R27837,932-029,14-01-2021 00:00,Glu,2,10,Approved,0.78,0.3,0.9,3.91,78,0.7,0.11
,R27816,932-029,14-01-2021 00:00,Glu,1,16,Approved,0.62,0.36,1,3.99,58,0.7,0.47
,R27841,932-029,14-01-2021 00:00,Glu,1,3,Approved,0.67,0.21,2.1,0.54,90,3.9,2.19
,R27825,932-029,14-01-2021 00:00,Glu,2,4,Approved,1.67,0.38,1,4,23,1.6,0.83
,R27790,932-029,14-01-2021 00:00,Glu,1,9,Approved,1.67,0.32,0.4,4.13,93,0.2,0.18
,R27806,932-029,14-01-2021 00:00,Glu,1,12,Approved,1.68,0.33,1.2,4.4,166,1.2,0.4
,R27825,932-029,14-01-2021 00:00,Glu,8,2,Approved,1.72,0.38,0.6,4.6,51,1.3,0.08
,R27790,932-029,14-01-2021 00:00,Glu,8,12,Approved,1.63,0.37,0.4,4.59,105,0.1,0.38
,R27790,932-029,14-01-2021 00:00,Glu,3,3,Approved,1.68,0.31,0.2,5.06,20,0.8,0.36
,R27800,932-029,14-01-2021 00:00,Glu,1,7,Approved,1.72,0.21,1.4,1.58,94,3.5,1.34
,R27837,932-029,14-01-2021 00:00,Glu,8,2,Approved,0.67,0.25,1.2,1.63,14,3,0.6
,R27787,932-029,14-01-2021 00:00,Glu,5,10,Approved,1.68,0.17,0.7,0.54,138,4.8,1.75
,R27825,932-029,14-01-2021 00:00,Glu,1,3,Approved,1.68,0.32,1.1,4.11,92,0.7,0.59
,R27787,932-029,14-01-2021 00:00,Glu,3,16,Approved,1.65,0.27,0.5,3.79,92,2.8,0.89
,R27787,932-029,14-01-2021 00:00,Glu,4,11,Approved,1.43,0.27,0.5,3.48,35,1.3,0.71
,R27828,932-029,14-01-2021 00:00,Glu,8,12,Approved,1.65,0.32,0.9,3.43,66,0.6,0.03
,R27860,932-029,14-01-2021 00:00,Glu,3,16,Approved,0.65,0.25,1.2,3.11,250,0.6,0.08
,R27841,932-029,14-01-2021 00:00,Glu,2,13,Approved,0.72,0.43,0.7,3.13,79,0.6,0.12
,R27816,932-029,14-01-2021 00:00,Glu,2,12,Approved,0.58,0.35,0.7,2.55,219,5,0.73
,R27825,932-029,14-01-2021 00:00,Glu,3,4,Approved,1.68,0.33,1.5,1.27,269,2,1.65
,R27407,932-029,14-01-2021 00:00,Glu,1,11,Approved,0.72,0.38,0.5,4.36,110,1.8,0.5
,R27828,932-029,14-01-2021 00:00,Glu,2,13,Approved,1.65,0.3,0.1,3.09,314,2.8,0.92
,R27816,932-029,14-01-2021 00:00,Glu,8,16,Approved,0.63,0.28,1.4,3.37,126,2.4,0.19
,R27837,932-029,14-01-2021 00:00,Glu,3,5,Approved,0.62,0.27,1.3,4.03,4,1,0.22
,R27790,932-029,14-01-2021 00:00,Glu,2,5,Approved,1.62,0.33,0.1,5.18,10,0.3,0.27
,R27406,932-029,14-01-2021 00:00,Glu,2,5,Approved,0.83,0.31,1,1.69,67,4.3,1.58
,R27806,932-029,14-01-2021 00:00,Glu,8,4,Approved,1.42,0.35,0.3,5.95,89,0.4,0.54
,R27826,932-029,14-01-2021 00:00,Glu,1,16,Approved,1.63,0.37,0.5,2.99,94,1.8,0.37
,R27826,932-029,14-01-2021 00:00,Glu,3,16,Approved,1.72,0.38,1,3.87,110,2.8,0.65
,R27828,932-029,14-01-2021 00:00,Glu,3,12,Approved,1.65,0.37,0.6,2.75,222,2.6,0.17
,R27787,932-029,14-01-2021 00:00,Glu,8,14,Approved,1.48,0.29,0.1,4.43,9,0.9,0.1
,R27407,932-029,14-01-2021 00:00,Glu,2,12,Approved,0.88,0.35,0.6,3.54,46,1.2,1.33
,R27860,932-029,14-01-2021 00:00,Glu,2,9,Approved,0.68,0.29,1,4.43,40,1.1,0.07
,R27406,932-029,14-01-2021 00:00,Glu,1,12,Approved,0.68,0.32,0.4,4.24,18,0.3,0.48
,R27860,932-029,14-01-2021 00:00,Glu,8,16,Approved,0.67,0.28,1,3.37,90,0.1,0.08
,R27816,932-029,14-01-2021 00:00,Glu,3,16,Approved,0.68,0.34,0.6,3.33,215,2,0.61
,R27407,932-029,14-01-2021 00:00,Glu,3,13,Approved,0.65,0.37,0.2,3.8,172,1.9,0.56
,R27841,932-029,14-01-2021 00:00,Glu,8,12,Approved,0.7,0.34,1.2,2.35,29,1.6,0.17
,R27826,932-029,14-01-2021 00:00,Glu,2,13,Approved,1.67,0.37,0.8,3.26,99,2.2,0.33
,R27828,932-029,14-01-2021 00:00,Glu,1,11,Approved,1.72,0.36,0.8,3.19,64,0.7,0.56
,R27800,932-029,14-01-2021 00:00,Glu,3,14,Approved,1.73,0.37,0.2,4.64,23,0.4,0.6
,R27806,932-029,14-01-2021 00:00,Glu,2,4,Approved,1.58,0.34,0.6,3.68,31,2.6,0.6
,R27407,932-029,14-01-2021 00:00,Glu,8,1,Approved,0.67,0.37,0.8,3.98,135,2.4,0.14
,R27860,932-029,14-01-2021 00:00,Glu,1,9,Approved,0.78,0.32,1.2,3.05,75,1.5,0.41
,R27848,932-029,13-01-2021 07:44,Glu,8,16,Approved,1,0.34,0,4.86,136,0.9,0.6
,R27848,932-029,13-01-2021 07:44,Glu,1,10,Approved,0.97,0.35,0.2,2.31,235,2.9,1.37
,R27848,932-029,13-01-2021 07:44,Glu,2,12,Approved,0.95,0.35,0.6,4.51,101,0.8,0.04
,R27848,932-029,13-01-2021 07:44,Glu,3,14,Approved,0.97,0.32,0.2,3.16,187,1.2,0.56
,R27784,932-029,13-01-2021 07:43,Glu,8,3,Approved,0.7,0.31,0.2,4.84,110,0.9,0.35
,R27784,932-029,13-01-2021 07:43,Glu,1,6,Approved,0.97,0.32,0.4,2.16,14,1.4,1.85
,R27784,932-029,13-01-2021 07:43,Glu,3,1,Approved,0.7,0.17,0.5,0.95,222,3.7,2.32
,R27784,932-029,13-01-2021 07:43,Glu,2,14,Approved,0.87,0.28,0.1,4.15,183,0.1,0.66
,R27838,932-029,13-01-2021 07:41,Glu,3,6,Approved,0.97,0.29,0.2,2.34,21,2.3,2.32
,R27838,932-029,13-01-2021 07:41,Glu,1,2,Approved,0.93,0.26,0.5,2.11,116,0.2,1.44
,R27838,932-029,13-01-2021 07:41,Glu,2,14,Approved,0.72,0.26,0.2,4.04,151,1,2.3
,R27838,932-029,13-01-2021 07:41,Glu,8,4,Approved,0.77,0.29,0.7,3.63,249,4,0.76
,R27799,932-029,13-01-2021 07:40,Glu,3,5,Approved,0.82,0.33,1.2,4.52,48,0.1,0.26
,R27799,932-029,13-01-2021 07:40,Glu,1,14,Approved,0.92,0.36,0.2,4.89,225,0,0.12
,R27799,932-029,13-01-2021 07:40,Glu,8,13,Approved,0.82,0.32,0.9,4.59,94,0.4,0.18
,R27799,932-029,13-01-2021 07:40,Glu,2,1,Approved,0.85,0.33,0.6,4.5,19,0.9,0.1
,R27799,932-029,13-01-2021 00:00,Glu,8,13,Approved,0.82,0.32,0.9,4.59,94,0.4,0.18
,R27848,932-029,13-01-2021 00:00,Glu,2,12,Approved,0.95,0.35,0.6,4.51,101,0.8,0.04
,R27838,932-029,13-01-2021 00:00,Glu,3,6,Approved,0.97,0.29,0.2,2.34,21,2.3,2.32
,R27838,932-029,13-01-2021 00:00,Glu,1,2,Approved,0.93,0.26,0.5,2.11,116,0.2,1.44
,R27784,932-029,13-01-2021 00:00,Glu,2,14,Approved,0.87,0.28,0.1,4.15,183,0.1,0.66
,R27838,932-029,13-01-2021 00:00,Glu,2,14,Approved,0.72,0.26,0.2,4.04,151,1,2.3
,R27784,932-029,13-01-2021 00:00,Glu,8,3,Approved,0.7,0.31,0.2,4.84,110,0.9,0.35
,R27784,932-029,13-01-2021 00:00,Glu,1,6,Approved,0.97,0.32,0.4,2.16,14,1.4,1.85
,R27848,932-029,13-01-2021 00:00,Glu,3,14,Approved,0.97,0.32,0.2,3.16,187,1.2,0.56
,R27848,932-029,13-01-2021 00:00,Glu,8,16,Approved,1,0.34,0,4.86,136,0.9,0.6
,R27838,932-029,13-01-2021 00:00,Glu,8,4,Approved,0.77,0.29,0.7,3.63,249,4,0.76
,R27848,932-029,13-01-2021 00:00,Glu,1,10,Approved,0.97,0.35,0.2,2.31,235,2.9,1.37
,R27799,932-029,13-01-2021 00:00,Glu,2,1,Approved,0.85,0.33,0.6,4.5,19,0.9,0.1
,R27784,932-029,13-01-2021 00:00,Glu,3,1,Approved,0.7,0.17,0.5,0.95,222,3.7,2.32
,R27799,932-029,13-01-2021 00:00,Glu,3,5,Approved,0.82,0.33,1.2,4.52,48,0.1,0.26
,R27799,932-029,13-01-2021 00:00,Glu,1,14,Approved,0.92,0.36,0.2,4.89,225,0,0.12
,R27822,932-029,12-01-2021 07:36,Glu,1,10,Approved,1.38,0.38,0.8,4.07,360,0.3,0.99
,R27822,932-029,12-01-2021 07:36,Glu,3,9,Approved,1.3,0.39,0.6,2.5,39,4.4,2.34
,R27822,932-029,12-01-2021 07:36,Glu,2,12,Approved,1.32,0.4,0.1,4.47,299,0.4,0.3
