time_betw_scan_hours,CA,YM,Class,cluster normalized - 5 clusters,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
0.109,0.709,0.447,0.000,0.000,0.151,0.018,0.207,0.070,0.197,0.884
0.410,0.381,0.429,0.000,0.000,0.103,0.228,0.144,0.087,0.311,0.927
0.219,0.442,0.628,0.000,0.000,0.016,0.246,0.166,0.196,0.115,0.734
0.186,0.690,0.425,0.000,1.000,0.178,0.070,0.510,0.253,0.060,0.118
0.065,0.406,0.755,0.000,4.000,0.157,0.123,0.373,0.390,0.497,0.199
0.126,0.549,0.178,0.000,3.000,0.114,0.000,0.348,0.717,0.033,0.430
0.056,0.783,0.583,0.000,4.000,0.059,0.053,0.243,0.372,0.317,0.327
0.069,0.538,0.815,0.000,4.000,0.124,0.140,0.475,0.501,0.388,0.058
0.154,0.313,0.612,0.000,2.000,0.195,0.737,0.454,0.514,0.077,0.096
0.009,0.790,0.248,0.000,3.000,0.076,0.158,0.305,0.513,0.087,0.179
0.127,0.263,0.768,0.000,4.000,0.130,0.175,0.239,0.306,0.661,0.382
0.358,0.226,0.608,0.000,4.000,0.130,0.158,0.172,0.171,0.339,0.284
0.073,0.632,0.765,0.000,2.000,0.173,0.474,0.442,0.449,0.388,0.133
0.221,0.655,0.007,0.000,3.000,0.205,0.035,0.436,0.616,0.071,0.007
0.069,0.452,0.647,0.000,4.000,0.076,0.263,0.201,0.143,0.361,0.248
0.063,0.564,0.597,0.000,4.000,0.124,0.123,0.366,0.416,0.377,0.098
0.052,0.542,0.638,0.000,2.000,0.162,0.895,0.446,0.422,0.224,0.048
0.412,0.634,0.532,0.000,4.000,0.103,0.140,0.203,0.349,0.339,0.113
0.006,0.699,0.684,0.000,2.000,0.119,0.439,0.331,0.471,0.361,0.164
0.011,0.674,0.729,0.000,2.000,0.135,0.298,0.580,0.540,0.169,0.070
0.123,0.593,0.658,0.000,4.000,0.162,0.070,0.456,0.332,0.415,0.010
0.072,0.461,0.270,0.000,3.000,0.124,0.140,0.525,0.556,0.011,0.032
0.007,0.666,0.684,0.000,0.000,0.119,0.035,0.236,0.378,0.328,0.449
0.233,0.647,0.557,0.000,2.000,0.141,0.421,0.630,0.532,0.219,0.058
0.480,0.379,0.822,0.000,2.000,0.168,0.491,0.546,0.565,0.142,0.090
0.049,0.716,0.131,0.000,3.000,0.124,0.000,0.445,0.758,0.027,0.284
0.092,0.640,0.783,0.000,2.000,0.146,0.702,0.349,0.487,0.333,0.171
0.547,0.721,0.805,0.000,4.000,0.168,0.175,0.400,0.529,0.585,0.070
0.199,0.772,0.535,0.000,3.000,0.157,0.368,0.586,0.607,0.186,0.462
0.120,0.583,0.175,0.000,3.000,0.054,0.123,0.162,0.541,0.077,0.123
0.001,0.602,0.265,0.000,3.000,0.097,0.000,0.440,1.000,0.022,0.196
0.123,0.074,0.691,0.000,2.000,0.303,0.561,0.329,0.584,0.186,0.071
0.055,0.594,0.802,0.000,2.000,0.135,0.509,0.429,0.408,0.317,0.038
0.040,0.297,0.606,0.000,0.000,0.059,0.070,0.123,0.251,0.273,0.659
0.072,0.773,0.635,0.000,0.000,0.108,0.070,0.134,0.375,0.557,0.487
0.079,0.474,0.758,0.000,2.000,0.119,0.456,0.265,0.543,0.448,0.060
0.304,0.482,0.385,0.000,3.000,0.151,0.123,0.470,0.649,0.011,0.073
0.129,0.629,0.555,0.000,3.000,0.146,0.035,0.467,0.763,0.027,0.601
0.041,0.508,0.685,0.000,4.000,0.173,0.140,0.277,0.365,0.426,0.065
0.067,0.520,0.852,0.000,3.000,0.157,0.246,0.446,0.555,0.093,0.093
0.022,0.292,0.175,0.000,3.000,0.135,0.193,0.173,0.994,0.175,0.490
0.217,0.469,0.266,0.000,3.000,0.178,0.088,0.553,0.749,0.000,0.091
0.053,0.541,0.844,0.000,4.000,0.097,0.298,0.021,0.293,0.508,0.105
0.107,0.715,0.285,0.000,3.000,0.114,0.053,0.504,0.520,0.033,0.154
0.043,0.713,0.669,0.000,1.000,0.178,0.175,0.617,0.329,0.311,0.002
0.079,0.502,0.629,0.000,0.000,0.005,0.000,0.301,0.139,0.153,0.385
0.076,0.135,0.524,0.000,0.000,0.119,0.158,0.131,0.133,0.388,0.613
0.061,0.480,0.440,0.000,2.000,0.308,0.737,0.609,0.041,0.191,0.194
0.006,0.415,0.385,0.000,3.000,0.016,0.035,0.319,0.718,0.093,0.683
0.066,0.327,0.675,0.000,4.000,0.243,0.246,0.000,0.226,0.322,0.070
0.136,0.522,0.565,0.000,0.000,0.049,0.123,0.230,0.000,0.333,0.316
0.078,0.651,0.348,0.000,2.000,0.222,0.351,0.399,0.546,0.219,0.086
0.066,0.753,0.894,0.000,4.000,0.259,0.158,0.505,0.403,0.350,0.048
0.071,0.680,0.662,0.000,4.000,0.038,0.211,0.034,0.312,0.492,0.168
0.071,0.499,0.670,0.000,4.000,0.092,0.105,0.194,0.158,0.710,0.374
0.064,0.476,0.306,0.000,0.000,0.114,0.035,0.130,0.162,0.060,0.445
0.069,0.529,0.405,0.000,3.000,0.141,0.035,0.471,0.628,0.005,0.108
0.084,0.563,0.789,0.000,3.000,0.216,0.175,0.305,0.517,0.137,0.126
0.062,0.484,0.873,0.000,4.000,0.065,0.175,0.081,0.310,0.590,0.163
0.077,0.601,0.409,0.000,1.000,0.319,0.333,0.448,0.027,0.060,0.075
0.068,0.228,0.750,0.000,2.000,0.141,0.456,0.449,0.452,0.415,0.231
0.229,0.480,0.498,0.000,0.000,0.141,0.018,0.159,0.411,0.732,0.708
0.071,0.369,0.469,0.000,0.000,0.054,0.211,0.125,0.117,0.131,0.615
0.693,0.504,0.681,0.000,0.000,0.146,0.000,0.251,0.015,0.197,0.502
0.072,0.715,0.639,0.000,4.000,0.157,0.246,0.160,0.162,0.350,0.297
0.002,0.725,0.668,0.000,2.000,0.281,0.596,0.378,0.140,0.284,0.040
0.163,0.606,0.580,0.000,0.000,0.049,0.018,0.209,0.371,0.645,0.618
0.090,0.770,0.801,0.000,4.000,0.092,0.053,0.112,0.286,0.410,0.224
0.053,0.517,0.377,0.000,3.000,0.151,0.070,0.476,0.733,0.016,0.169
0.274,0.559,0.614,0.000,0.000,0.124,0.158,0.125,0.167,0.142,0.337
0.064,0.801,0.751,0.000,4.000,0.151,0.175,0.281,0.333,0.448,0.399
0.010,0.875,0.861,0.000,4.000,0.243,0.070,0.057,0.378,0.787,0.267
0.009,0.478,0.719,0.000,0.000,0.000,0.053,0.453,0.065,0.191,0.922
0.066,0.521,0.871,0.000,4.000,0.081,0.123,0.046,0.402,0.574,0.078
0.071,0.429,0.559,0.000,2.000,0.297,0.579,0.728,0.408,0.246,0.145
0.279,0.572,0.750,0.000,4.000,0.103,0.175,0.057,0.476,0.404,0.344
0.060,0.578,0.495,0.000,0.000,0.038,0.175,0.555,0.496,0.191,0.708
0.066,0.303,0.715,0.000,4.000,0.092,0.158,0.455,0.372,0.333,0.151
0.205,0.942,0.750,0.000,2.000,0.157,0.351,0.428,0.578,0.246,0.070
0.056,0.556,0.216,0.000,3.000,0.200,0.035,0.527,0.726,0.027,0.208
0.164,0.461,0.780,0.000,2.000,0.162,0.368,0.405,0.455,0.437,0.007
0.123,0.310,0.462,0.000,4.000,0.086,0.035,0.190,0.230,0.339,0.186
0.147,0.211,0.612,0.000,3.000,0.259,0.193,0.336,0.524,0.251,0.130
0.142,0.508,0.607,0.000,2.000,0.178,0.298,0.499,0.533,0.169,0.068
0.054,0.231,0.423,0.000,0.000,0.049,0.281,0.294,0.351,0.066,0.691
0.095,0.581,0.437,0.000,0.000,0.027,0.298,0.279,0.115,0.033,0.621
0.074,0.477,0.667,0.000,4.000,0.222,0.263,0.321,0.482,0.514,0.309
0.069,0.357,0.472,0.000,0.000,0.049,0.123,0.113,0.056,0.333,0.623
0.069,0.434,0.767,0.000,4.000,0.130,0.070,0.303,0.448,0.486,0.010
0.288,0.470,0.322,0.000,3.000,0.114,0.053,0.176,0.634,0.120,0.317
0.132,0.279,0.343,0.000,0.000,0.070,0.158,0.159,0.032,0.273,0.211
0.400,0.144,0.493,0.000,4.000,0.124,0.070,0.327,0.268,0.322,0.219
0.207,0.837,0.847,0.000,2.000,0.324,0.386,0.428,0.529,0.322,0.103
0.222,0.404,0.792,0.000,4.000,0.022,0.421,0.086,0.157,0.612,0.326
0.010,0.464,0.527,0.000,2.000,0.168,0.404,0.490,0.492,0.410,0.342
0.225,0.395,0.490,0.000,0.000,0.027,0.175,0.217,0.199,0.383,0.450
0.038,0.664,0.766,0.000,4.000,0.086,0.193,0.348,0.457,0.361,0.028
0.038,0.611,0.552,0.000,4.000,0.092,0.105,0.309,0.364,0.317,0.056
0.079,0.644,0.254,0.000,0.000,0.157,0.211,0.106,0.274,0.317,0.354
0.073,0.593,0.204,0.000,3.000,0.151,0.105,0.477,0.899,0.022,0.231
0.086,0.605,0.542,0.000,4.000,0.097,0.035,0.023,0.097,0.328,0.125
0.057,0.686,0.357,0.000,3.000,0.135,0.368,0.436,0.557,0.022,0.287
0.006,0.593,0.364,0.000,2.000,0.200,0.491,0.142,0.087,0.175,0.025
0.086,0.677,0.749,0.000,2.000,0.189,0.491,0.336,0.557,0.098,0.128
0.054,0.642,0.457,0.000,3.000,0.162,0.088,0.477,0.708,0.044,0.434
0.125,0.713,0.515,0.000,4.000,0.157,0.123,0.054,0.253,0.350,0.302
0.097,0.538,0.296,0.000,0.000,0.173,0.088,0.107,0.273,0.027,0.834
0.064,0.657,0.717,0.000,4.000,0.092,0.018,0.043,0.179,0.470,0.249
0.084,0.694,0.102,0.000,3.000,0.141,0.035,0.536,0.643,0.038,0.066
0.073,0.671,0.824,0.000,2.000,0.173,0.421,0.446,0.531,0.410,0.012
0.013,0.488,0.222,0.000,3.000,0.124,0.018,0.076,0.547,0.038,0.397
0.046,0.201,0.863,0.000,4.000,0.124,0.035,0.397,0.227,0.322,0.126
0.059,0.455,0.428,0.000,4.000,0.119,0.228,0.475,0.385,0.415,0.344
0.213,0.280,0.259,0.000,1.000,0.097,0.018,0.217,0.040,0.011,0.181
0.086,0.475,0.220,0.000,3.000,0.168,0.070,0.526,0.767,0.022,0.078
0.004,0.582,0.813,0.000,4.000,0.092,0.123,0.218,0.310,0.475,0.281
0.073,0.074,0.712,0.000,3.000,0.216,0.281,0.212,0.561,0.104,0.093
0.144,0.407,0.275,0.000,2.000,0.470,1.000,0.453,0.841,0.016,0.013
0.088,0.502,0.708,0.000,2.000,0.249,0.719,0.315,0.617,0.011,0.090
0.052,0.499,0.625,0.000,0.000,0.135,0.474,0.385,0.524,0.590,0.636
0.082,0.415,0.350,0.000,0.000,0.011,0.368,0.440,0.288,0.383,0.458
0.153,0.677,0.642,0.000,0.000,0.238,0.070,0.166,0.099,0.311,0.427
0.059,0.649,0.468,0.000,3.000,0.205,0.193,0.499,0.522,0.077,0.012
0.079,0.362,0.546,0.000,3.000,0.038,0.000,0.186,0.557,0.049,0.458
0.082,0.795,0.542,0.000,2.000,0.157,0.386,0.480,0.520,0.066,0.118
0.085,0.818,0.396,0.000,0.000,0.016,0.211,0.306,0.528,0.503,0.654
0.186,0.515,0.574,0.000,4.000,0.232,0.053,0.212,0.265,0.372,0.193
0.003,0.507,0.326,0.000,0.000,0.135,0.105,0.053,0.163,0.328,0.296
0.076,0.317,0.589,0.000,4.000,0.070,0.123,0.244,0.221,0.421,0.259
0.062,0.490,0.456,0.000,3.000,0.146,0.175,0.566,0.552,0.055,0.037
0.057,0.584,0.418,0.000,1.000,0.043,0.123,0.734,0.162,0.197,0.445
0.004,0.583,0.650,0.000,0.000,0.065,0.053,0.013,0.278,0.514,0.414
0.143,0.517,0.555,0.000,2.000,0.173,0.316,0.452,0.551,0.219,0.005
0.071,0.510,0.848,0.000,4.000,0.124,0.263,0.209,0.309,0.492,0.306
0.018,0.514,0.627,0.000,2.000,0.270,0.404,0.555,0.547,0.322,0.445
0.123,0.583,0.742,0.000,2.000,0.141,0.614,0.526,0.526,0.213,0.085
0.052,0.715,0.811,0.000,2.000,0.362,0.246,0.523,0.505,0.459,0.000
0.063,0.489,0.814,0.000,2.000,0.130,0.491,0.713,0.474,0.361,0.037
0.148,0.458,0.859,0.000,2.000,0.168,0.246,0.461,0.429,0.317,0.111
0.068,0.507,0.633,0.000,3.000,0.184,0.035,0.482,0.527,0.115,0.100
0.080,0.532,0.556,0.000,0.000,0.135,0.035,0.211,0.251,0.339,0.424
0.096,0.527,0.776,0.000,4.000,0.335,0.000,0.432,0.295,0.317,0.241
0.029,0.487,0.616,0.000,2.000,0.200,0.368,0.506,0.569,0.169,0.043
0.056,0.479,0.522,0.000,2.000,0.130,0.386,0.497,0.515,0.109,0.076
0.053,0.753,0.714,0.000,4.000,0.065,0.088,0.006,0.242,0.678,0.334
0.011,0.470,0.681,0.000,4.000,0.108,0.140,0.204,0.545,0.295,0.125
0.074,0.775,0.581,0.000,4.000,0.103,0.105,0.316,0.379,0.481,0.219
0.280,0.699,0.757,0.000,0.000,0.146,0.140,0.211,0.151,0.448,0.380
0.069,0.566,0.645,0.000,4.000,0.173,0.035,0.158,0.301,0.393,0.256
0.027,0.699,0.899,0.000,2.000,0.146,0.491,0.432,0.529,0.295,0.027
0.060,0.357,0.653,0.000,2.000,0.114,0.368,0.580,0.554,0.180,0.050
0.169,0.629,0.714,0.000,3.000,0.184,0.018,0.602,0.513,0.115,0.130
0.075,0.698,0.472,0.000,4.000,0.038,0.053,0.007,0.342,0.475,0.143
0.265,0.452,0.793,0.000,0.000,0.070,0.140,0.247,0.270,0.344,0.375
0.058,0.437,0.511,0.000,2.000,0.151,0.351,0.525,0.541,0.202,0.043
0.028,0.480,0.556,0.000,0.000,0.162,0.088,0.240,0.255,0.454,0.606
0.424,0.476,0.584,0.000,4.000,0.265,0.228,0.134,0.048,0.251,0.093
0.084,0.577,0.787,0.000,4.000,0.103,0.070,0.142,0.426,0.634,0.234
0.062,0.630,0.242,0.000,4.000,0.119,0.035,0.429,0.325,0.563,0.377
0.046,0.583,0.627,0.000,2.000,0.178,0.474,0.562,0.552,0.115,0.073
0.002,0.413,0.253,0.000,0.000,0.049,0.070,0.151,0.605,0.175,0.794
0.015,0.750,0.739,0.000,0.000,0.135,0.035,0.298,0.050,0.251,0.360
0.430,0.359,0.672,0.000,4.000,0.303,0.088,0.048,0.506,0.377,0.331
0.126,0.339,0.607,0.000,2.000,0.151,0.211,0.586,0.522,0.202,0.012
0.086,0.395,0.479,0.000,4.000,0.189,0.263,0.218,0.264,0.317,0.056
0.059,0.527,0.865,0.000,3.000,0.130,0.193,0.447,0.543,0.344,0.179
0.144,0.548,0.458,0.000,2.000,0.303,0.912,0.533,0.477,0.038,0.051
0.071,0.416,0.223,0.000,3.000,0.119,0.193,0.602,0.727,0.055,0.000
0.005,0.431,0.605,0.000,4.000,0.119,0.140,0.125,0.311,0.328,0.116
0.015,0.479,0.496,0.000,3.000,0.200,0.246,0.518,0.583,0.109,0.105
0.122,0.533,0.477,0.000,2.000,0.130,0.684,0.487,0.520,0.082,0.115
0.065,0.489,0.245,0.000,3.000,0.130,0.035,0.559,0.629,0.005,0.091
0.026,0.491,0.697,0.000,4.000,0.135,0.105,0.111,0.445,0.459,0.257
0.118,0.546,0.297,0.000,3.000,0.086,0.088,0.279,0.519,0.191,0.189
0.076,0.244,0.614,0.000,0.000,0.124,0.263,0.284,0.051,0.273,0.596
0.160,0.162,0.633,0.000,2.000,0.189,0.421,0.502,0.515,0.230,0.073
0.071,0.673,0.653,0.000,4.000,0.254,0.298,0.202,0.050,0.333,0.045
0.072,0.466,0.556,0.000,4.000,0.162,0.070,0.273,0.130,0.339,0.188
0.062,0.246,0.632,0.000,2.000,0.173,0.368,0.387,0.547,0.301,0.111
0.126,0.665,0.647,0.000,2.000,0.157,0.526,0.553,0.523,0.098,0.096
0.083,0.547,0.732,0.000,4.000,0.146,0.246,0.142,0.462,0.350,0.326
0.047,0.568,0.856,0.000,2.000,0.184,0.386,0.396,0.436,0.355,0.003
0.058,0.429,0.344,0.000,3.000,0.162,0.035,0.469,0.800,0.027,0.146
0.066,0.554,0.642,0.000,2.000,0.232,0.368,0.324,0.552,0.295,0.003
0.012,0.395,0.686,0.000,0.000,0.157,0.333,0.183,0.008,0.055,0.801
0.139,0.432,0.389,0.000,4.000,0.178,0.035,0.315,0.375,0.454,0.193
0.074,0.630,0.292,0.000,0.000,0.043,0.175,0.033,0.173,0.787,0.510
0.151,0.596,0.644,0.000,0.000,0.141,0.070,0.195,0.173,0.361,0.410
0.058,0.500,0.730,0.000,0.000,0.114,0.123,0.113,0.075,0.322,0.555
0.056,0.781,0.720,0.000,4.000,0.011,0.053,0.027,0.403,0.470,0.239
0.136,0.706,0.651,0.000,4.000,0.238,0.035,0.197,0.514,0.279,0.279
0.070,0.480,0.662,0.000,0.000,0.157,0.140,0.123,0.079,0.317,0.390
0.077,0.605,0.749,0.000,2.000,0.178,0.298,0.490,0.533,0.104,0.115
0.230,0.385,0.278,0.000,3.000,0.189,0.193,0.504,0.691,0.005,0.063
0.084,0.876,0.761,0.000,4.000,0.205,0.070,0.221,0.392,0.448,0.138
0.045,0.738,0.544,0.000,4.000,0.124,0.140,0.252,0.212,0.344,0.302
0.278,0.360,0.519,0.000,0.000,0.076,0.246,0.267,0.504,0.142,0.782
0.078,0.595,0.178,0.000,3.000,0.195,0.088,0.443,0.519,0.077,0.012
0.087,0.678,0.487,0.000,0.000,0.086,0.053,0.055,0.459,0.492,0.487
0.081,0.818,0.869,0.000,2.000,0.222,0.491,0.637,0.464,0.415,0.262
0.059,0.734,0.340,0.000,3.000,0.108,0.105,0.356,0.545,0.044,0.020
0.075,0.318,0.795,0.000,4.000,0.168,0.018,0.552,0.435,0.404,0.005
0.078,0.459,0.535,0.000,2.000,0.076,0.316,0.382,0.552,0.350,0.083
0.091,0.326,0.176,0.000,0.000,0.081,0.298,0.278,0.251,0.175,0.360
0.244,0.556,0.644,0.000,4.000,0.200,0.088,0.302,0.466,0.464,0.047
0.062,0.709,0.583,0.000,4.000,0.038,0.140,0.133,0.531,0.492,0.159
0.073,0.574,0.550,0.000,0.000,0.130,0.105,0.216,0.105,0.426,0.375
0.060,0.271,0.820,0.000,2.000,0.141,0.421,0.456,0.555,0.208,0.126
0.064,0.470,0.338,0.000,0.000,0.092,0.105,0.130,0.077,0.126,0.556
0.411,0.594,0.900,0.000,4.000,0.065,0.018,0.112,0.204,0.410,0.276
0.059,0.528,0.570,0.000,3.000,0.265,0.228,0.578,0.545,0.071,0.056
0.065,0.703,0.711,0.000,2.000,0.324,0.421,0.436,0.450,0.372,0.068
0.065,0.589,0.539,0.000,0.000,0.108,0.070,0.135,0.212,0.104,0.287
0.071,0.116,0.592,0.000,2.000,0.211,0.298,0.439,0.548,0.175,0.025
0.123,0.458,0.738,0.000,2.000,0.200,0.333,0.351,0.519,0.169,0.091
0.057,0.542,0.677,0.000,2.000,0.200,0.526,0.383,0.532,0.098,0.101
0.084,0.335,0.417,0.000,2.000,0.222,0.439,0.378,0.529,0.071,0.083
0.092,0.366,0.751,0.000,2.000,0.205,0.368,0.530,0.511,0.137,0.035
0.056,0.592,0.235,0.000,2.000,0.157,0.386,0.511,0.601,0.005,0.023
0.073,0.620,0.346,0.000,0.000,0.043,0.123,0.151,0.091,0.224,0.329
0.194,0.611,0.910,0.000,2.000,0.259,0.316,0.463,0.531,0.087,0.056
0.084,0.065,0.293,0.000,2.000,0.114,0.351,0.490,0.559,0.049,0.120
0.224,0.656,0.522,0.000,3.000,0.157,0.088,0.516,0.651,0.016,0.086
0.079,0.630,0.594,0.000,0.000,0.027,0.053,0.004,0.177,0.557,0.478
0.065,0.482,0.528,0.000,2.000,0.270,0.526,0.568,0.217,0.311,0.032
0.037,0.762,0.616,0.000,2.000,0.168,0.211,0.518,0.537,0.361,0.005
0.040,0.457,0.529,0.000,0.000,0.038,0.018,0.113,0.216,0.388,0.354
0.100,0.628,0.821,0.000,4.000,0.178,0.070,0.097,0.227,0.486,0.309
0.071,0.532,0.725,0.000,4.000,0.043,0.175,0.104,0.297,0.492,0.221
0.132,0.800,0.278,0.000,0.000,0.011,0.351,0.233,0.472,0.016,0.751
0.136,0.485,0.009,0.000,3.000,0.119,0.175,0.469,0.755,0.022,0.208
0.002,0.466,0.849,0.000,2.000,0.168,0.544,0.545,0.593,0.098,0.053
0.159,0.260,0.263,0.000,3.000,0.216,0.000,0.530,0.608,0.027,0.050
0.344,0.575,0.097,0.000,3.000,0.086,0.175,0.198,0.884,0.066,0.125
0.070,0.563,0.402,0.000,3.000,0.038,0.281,0.013,0.809,0.055,0.548
0.256,0.677,0.705,0.000,0.000,0.043,0.070,0.002,0.250,0.344,0.525
0.074,0.367,0.188,0.000,2.000,0.157,0.596,0.350,0.562,0.071,0.073
0.039,0.480,0.911,0.000,4.000,0.086,0.000,0.102,0.335,0.514,0.374
0.045,0.558,0.331,0.000,3.000,0.124,0.035,0.466,0.546,0.022,0.143
0.220,0.431,0.826,0.000,4.000,0.168,0.088,0.378,0.364,0.459,0.136
0.037,0.596,0.541,0.000,1.000,0.097,0.140,0.345,0.195,0.087,0.327
0.139,0.506,0.642,0.000,4.000,0.162,0.211,0.042,0.361,0.339,0.063
0.007,0.503,0.308,0.000,3.000,0.178,0.140,0.497,0.733,0.022,0.151
0.062,0.631,0.736,0.000,2.000,0.243,0.211,0.498,0.511,0.350,0.056
0.047,0.315,0.647,0.000,4.000,0.162,0.088,0.268,0.417,0.404,0.224
0.232,0.644,0.618,0.000,4.000,0.130,0.035,0.345,0.369,0.383,0.121
0.130,0.371,0.749,0.000,4.000,0.059,0.158,0.023,0.386,0.459,0.277
0.064,0.527,0.814,0.000,3.000,0.297,0.228,0.461,0.519,0.137,0.091
0.146,0.403,0.260,0.000,3.000,0.119,0.000,0.217,0.688,0.131,0.478
0.079,0.564,0.645,0.000,0.000,0.151,0.000,0.004,0.108,0.333,0.427
0.041,0.461,0.411,0.000,3.000,0.065,0.263,0.837,0.673,0.224,0.598
0.062,0.442,0.804,0.000,4.000,0.032,0.088,0.152,0.224,0.749,0.262
0.048,0.773,0.154,0.000,3.000,0.146,0.158,0.574,0.899,0.000,0.098
0.008,0.197,0.466,0.000,0.000,0.130,0.193,0.333,0.084,0.098,0.341
0.066,0.262,0.457,0.000,1.000,0.232,0.421,0.207,0.027,0.202,0.020
0.063,0.286,0.760,0.000,2.000,0.135,0.404,0.435,0.381,0.311,0.223
0.050,0.571,0.355,0.000,0.000,0.043,0.140,0.175,0.131,0.459,0.527
0.080,0.244,0.789,0.000,4.000,1.000,0.140,0.349,0.286,0.333,0.478
0.187,0.503,0.855,0.000,4.000,0.016,0.158,0.121,0.235,0.377,0.309
0.066,0.356,0.659,0.000,2.000,0.416,0.842,0.601,0.253,0.104,0.186
0.004,0.852,0.244,0.000,3.000,0.157,0.140,0.568,0.511,0.016,0.028
0.065,0.661,0.793,0.000,3.000,0.341,0.263,0.396,0.614,0.372,0.229
0.067,0.462,0.667,0.000,4.000,0.092,0.018,0.324,0.381,0.361,0.174
0.220,0.566,0.540,0.000,0.000,0.027,0.070,0.229,0.103,0.306,0.299
0.070,0.734,0.836,0.000,4.000,0.130,0.175,0.446,0.378,0.366,0.311
0.071,0.442,0.500,0.000,0.000,0.065,0.035,0.218,0.259,0.284,0.374
0.420,0.595,0.823,0.000,4.000,0.076,0.053,0.254,0.277,0.350,0.151
0.068,0.489,0.753,0.000,0.000,0.103,0.018,0.146,0.128,0.268,0.470
0.000,0.594,0.581,0.000,4.000,0.114,0.123,0.165,0.259,0.399,0.314
0.128,0.433,0.382,0.000,3.000,0.162,0.211,0.515,0.657,0.033,0.066
0.216,0.367,0.703,0.000,4.000,0.103,0.018,0.273,0.230,0.322,0.186
0.021,0.342,0.589,0.000,2.000,0.400,0.860,0.503,0.398,0.044,0.302
0.157,0.583,0.596,0.000,4.000,0.168,0.175,0.039,0.222,0.372,0.261
0.045,0.558,0.466,0.000,3.000,0.173,0.211,0.392,0.594,0.082,0.105
0.057,0.440,0.254,0.000,0.000,0.054,0.140,0.109,0.142,0.383,0.352
0.130,0.602,0.419,0.000,0.000,0.076,0.070,0.056,0.017,0.399,0.377
0.073,0.652,0.541,0.000,0.000,0.141,0.158,0.349,0.131,0.235,0.477
0.067,0.546,0.031,0.000,3.000,0.092,0.158,0.387,0.943,0.038,0.510
0.055,0.391,0.255,0.000,3.000,0.168,0.035,0.431,0.656,0.022,0.038
0.022,0.366,0.499,0.000,4.000,0.168,0.018,0.099,0.337,0.339,0.173
0.052,0.439,0.687,0.000,0.000,0.227,0.351,0.827,0.496,0.191,0.940
0.049,0.687,0.191,0.000,3.000,0.168,0.070,0.251,0.578,0.011,0.028
0.096,0.612,0.514,0.000,0.000,0.092,0.123,0.090,0.011,0.350,0.271
0.080,0.555,0.357,0.000,0.000,0.054,0.105,0.114,0.194,0.497,0.498
0.071,0.582,0.753,0.000,4.000,0.124,0.088,0.074,0.418,0.492,0.251
0.007,0.382,0.561,0.000,2.000,0.130,0.368,0.355,0.374,0.251,0.357
0.003,0.513,0.445,0.000,3.000,0.130,0.088,0.186,0.597,0.131,0.427
0.007,0.771,0.185,0.000,3.000,0.135,0.000,0.568,0.643,0.033,0.076
0.196,0.630,0.197,0.000,0.000,0.092,0.035,0.190,0.186,0.044,0.472
0.075,0.585,0.632,0.000,2.000,0.178,0.509,0.391,0.645,0.208,0.085
0.041,0.710,0.679,0.000,2.000,0.146,0.737,0.492,0.566,0.240,0.008
0.053,0.640,0.833,0.000,4.000,0.103,0.123,0.244,0.306,0.470,0.306
0.005,0.595,0.777,0.000,4.000,0.108,0.421,0.237,0.381,0.475,0.176
0.141,0.485,0.550,0.000,4.000,0.076,0.035,0.284,0.467,0.350,0.103
0.225,0.502,0.826,0.000,2.000,0.157,0.474,0.422,0.566,0.246,0.045
0.065,0.898,0.384,0.000,0.000,0.146,0.140,0.215,0.293,0.470,0.473
0.060,0.517,0.709,0.000,4.000,0.097,0.018,0.121,0.256,0.448,0.374
0.060,0.604,0.645,0.000,0.000,0.054,0.018,0.872,0.487,0.235,0.909
0.072,0.394,0.753,0.000,4.000,0.184,0.211,0.482,0.378,0.426,0.425
0.077,0.463,0.454,0.000,0.000,0.259,0.140,0.169,0.134,0.126,0.556
0.070,0.859,0.141,0.000,3.000,0.146,0.018,0.569,0.892,0.027,0.111
0.135,0.706,0.840,0.000,3.000,0.195,0.281,0.328,0.565,0.197,0.126
0.055,0.389,0.506,0.000,2.000,0.184,0.526,0.442,0.523,0.060,0.110
0.148,0.639,0.649,0.000,1.000,0.173,0.123,0.460,0.402,0.016,0.028
0.069,0.754,0.764,0.000,4.000,0.195,0.105,0.462,0.402,0.366,0.261
0.096,0.446,0.769,0.000,4.000,0.200,0.053,0.400,0.244,0.322,0.306
0.492,0.542,0.467,0.000,0.000,0.092,0.035,0.336,0.256,0.044,0.410
0.272,0.791,0.874,0.000,2.000,0.141,0.579,0.508,0.529,0.126,0.081
0.123,0.382,0.553,0.000,2.000,0.227,0.298,0.415,0.541,0.148,0.071
0.043,0.351,0.179,0.000,0.000,0.141,0.368,0.219,0.397,0.027,0.885
0.053,0.714,0.648,0.000,0.000,0.027,0.018,0.133,0.034,0.109,0.244
0.166,0.292,0.441,0.000,4.000,0.135,0.035,0.306,0.380,0.328,0.141
0.310,0.422,0.518,0.000,0.000,0.178,0.211,0.183,0.140,0.251,0.568
0.084,0.508,0.159,0.000,1.000,0.086,0.105,0.449,0.027,0.126,0.100
0.131,0.485,0.719,0.000,0.000,0.114,0.123,0.147,0.273,0.464,0.437
